ID,Coding_Frame_ID,Index_Number,Coding_Set_ID,Argument_Type,Microrole_IDs
6171973400-2,6171973400,2,3866239171,P,shaved-body-part;covered-thing;tied-thing;brought-thing;obtained-thing;stolen-thing;wiping-surface;cut-thing;touchee;beatee;broken-thing;built-thing;known-thing-or-person;looked-at-entity;frightenee;fear-stimulus;liked-entity;searched-for-thing;met-person;followee;helpee;eaten-food;washed-entity;filled-container;hittee;killee;requested-thing;climbing-goal;name;cooked-food;dug-hole-or-ground;ground-thing;heard-sound;huggee;made-thing;peeled-object;pushee;received-thing;taught-content;wanted-thing;smelled-entity;game;hidden-thing;torn-thing;carried-thing;burnt-thing-tr;seen-entity
6172675768-1,6172675768,1,3866239171,A,loader;putter
6172675768-2,6172675768,2,3866239171,P,loaded-thing;put-thing
6172675768-3,6172675768,3,10504700065,L,loading-place;putting-goal
6225257568-1,6225257568,1,3866239171,S,dieer;shouter;screamer;cougher;runner;jumper;goer;singer;sick-person;fallee;freezing-person;hungry-person;blinker;crier;rolling-entity;sunken-entity;dry-thing;specialist-or-hunter;sad-person;appearer;laugher;thinker;leaver;boiled-thing;burnt-thing;pain-feeler;cold-thing
6225279937-1,6225279937,1,3866239171,S,sayer
6225279937-2,6225279937,2,10504686003,X,saying-addressee
6225279937-3,6225279937,3,10512735274,X,said-content
6225288433-1,6225288433,1,3866239171,S,teller
6225288433-2,6225288433,2,10504686003,X,tellee
6225288433-3,6225288433,3,10512803264,X,told-content
6225294905-1,6225294905,1,3866239171,S,talker
6225294905-2,6225294905,2,10512826651,X,talked-to-person
6225294905-3,6225294905,3,10512803264,X,talked-about-content
6225561761-1,6225561761,1,3866239171,S,sitter;liver;appearer;sitdowner
6225561761-2,6225561761,2,10504700065,L,sitting-place;living-place;appear-location;sitting-down-place
6225672924-1,6225672924,1,3866239171,A,stealer;taker
6225672924-2,6225672924,2,3866239171,P,stolen-thing;taken-thing
6225672924-3,6225672924,3,10513407538,X,stealing-source;taking-source
6225713117-1,6225713117,1,3866239171,A,sender;giver;teller
6225713117-2,6225713117,2,3866239171,P,sending-recipient;giving-recipient;tellee
6225713117-3,6225713117,3,3866239171,P,sent-thing;gift;told-content
6328438275-1,6328438275,1,4567000107,A,thrower;putter;pourer;pusher
6328438275-2,6328438275,2,4567001063,P,thrown-thing;put-thing;poured-substance;pushee
6328438275-3,6328438275,3,6381995994,L,throwing-goal;putting-goal;pouring-goal;pushing-goal
6329065044-1,6329065044,1,10561673899,X,hungry-person;sad-person;dry-thing;specialist-or-hunter;sick-person
6329221588-1,6329221588,1,4567000107,S,pain-feeler
6329221588-2,6329221588,2,4567104644,X,pain-locus
6329469076-1,6329469076,1,4567000107,A,wiper
6329469076-2,6329469076,2,4567001063,P,wiped-material
6329469076-3,6329469076,3,4567039175,X,wiping-surface
6329608060-1,6329608060,1,4567000107,S,receiver
6329608060-2,6329608060,2,4567937063,X,received-thing
6329608060-3,6329608060,3,4567104644,X,receiving-source
6345176521-1,6345176521,1,8455654874,A,eater;looker;seeer;frightener;liked-entity;knower;thinker;searcher;washer;crier;maker;loader;helper;appearer;hugger;smeller;shaver-of-body-part;follower;meeter;shouter;teller;builder;breaker;killer;beater;toucher;cutter;tearer;peeler;hider;sender;carrier;thrower;tier;coverer;climber;singer;laugher;pain-locus;grinder;wiper;digger;pusher;bringer;stealer;hearer;cooker;filling-material;cook-causer;filler;burner-tr;sink-causer-tr;roller-tr
6345176521-2,6345176521,2,8455654874,P,eaten-food;looked-at-entity;seen-entity;frightenee;liker;known-thing-or-person;thought-content;searched-for-thing;washed-entity;made-thing;helpee;huggee;smelled-entity;followee;met-person;shoutee;told-content;built-thing;broken-thing;killee;beatee;touchee;cut-thing;torn-thing;peeled-object;hidden-thing;sent-thing;carried-thing;thrown-thing;tied-thing;covered-thing;filled-container;loaded-thing;climbing-goal;pain-feeler;ground-thing;pushee;brought-thing;stolen-thing;cooked-food;shaved-body-part;appear-beneficiary;cried-after-or-for-person;dug-up-thing;song;laughed-about-thing;wiping-surface;burnt-thing-tr;sunken-entity-tr;rolling-thing-tr;heard-sound
6345308937-1,6345308937,1,8455654874,A,putter;pourer;dresser
6345308937-2,6345308937,2,8455654874,P,put-thing;poured-substance;clothes
6345308937-3,6345308937,3,8456434897,L,putting-goal;pouring-goal;dressee
6345501137-1,6345501137,1,8455654874,I,sayer
6345501137-2,6345501137,2,9603168343,X,said-content
6345525831-1,6345525831,1,8455654874,A,teller;q-asker
6345525831-2,6345525831,2,8455654874,P,tellee;q-asked-person
6345525831-3,6345525831,3,9603168343,X,told-content;q
6345635763-1,6345635763,1,8455654874,A,teacher;receiver;shower
6345635763-2,6345635763,2,8455654874,P,teachee;receiving-source;shown-thing
6345635763-3,6345635763,3,8455654874,I,taught-content;received-thing;showing-addressee
6345739889-1,6345739889,1,8455654874,I,blinker;cougher;runner;jumper;dieer;player;dry-thing;boiled-thing;fallee;talker;sunken-entity;speaker;cold-thing
6345751654-1,6345751654,1,8455654874,A,giver
6345751654-2,6345751654,2,8455654874,P,gift
6345751654-3,6345751654,3,8515421225,X,giving-recipient
6345858014-1,6345858014,1,8455654874,I,sitter;goer;liver;leaver;q-asker
6345858014-2,6345858014,2,8456434897,L,sitting-place;going-goal;living-place;left-place-or-person;q-asked-person
6346264702-1,6346264702,1,8455654874,I,sick-person;hungry-person;freezing-person;fear-stimulus
6346296240-1,6346296240,1,6633677756,S,appearer;specialist-or-hunter;dry-thing;hungry-person;sick-person;sad-person;blinker;boiled-thing;burnt-thing;cougher;crier;dieer;digger;freezing-person;laugher;rolling-entity;runner;screamer;singer;sunken-entity;player;meeter;pain-locus;shaver-of-self
6346375907-1,6346375907,1,6633677756,A,beater;breaker;cutter;filler;hitter;killer;loader;toucher;sender;pourer;carrier;maker;putter
6346375907-2,6346375907,2,6633711174,P,beatee;broken-thing;cut-thing;filled-container;hittee;killee;loading-place;touchee;sent-thing;poured-substance;carried-thing;made-thing;put-thing
6346375907-3,6346375907,3,6633856173,I,beating-instrument;breaking-instrument;cutting-instrument;filling-material;hitting-instrument;killing-instrument;loaded-thing;touching-instrument;sending-recipient;pouring-goal;carrying-goal;making-material;putting-goal
6347398986-1,6347398986,1,6633677756,A,bringer;giver;shower;sayer;teacher;asker
6347398986-2,6347398986,2,6633711174,P,bringing-recipient;giving-recipient;shown-thing;saying-addressee;teachee;askee
6347398986-3,6347398986,3,6639267384,X,brought-thing;gift;showing-addressee;said-content;taught-content;requested-thing
6347428233-1,6347428233,1,6633677756,S,climber;fallee;goer;jumper;leaver;liver;sitter;thinker;sitdowner
6347428233-2,6347428233,2,6633856173,I,climbing-goal;going-goal;left-place-or-person;living-place;sitting-place;thought-content;jump-location;fall-goal;sitting-down-place
6347700008-1,6347700008,1,6633677756,A,cooker;dresser;fearer;follower;frightener;grinder;hearer;helper;hugger;knower;liker;looker;peeler;searcher;washer;receiver;seeer;shouter;smeller;stealer;taker;wanter;wiper;pusher;builder;coverer;eater;talker;tearer;teller;thrower;tier;hider;namer
6347700008-2,6347700008,2,6633711174,P,cooked-food;dressee;fear-stimulus;followee;frightenee;ground-thing;heard-sound;helpee;huggee;known-thing-or-person;liked-entity;looked-at-entity;peeled-object;searched-for-thing;washed-entity;received-thing;seen-entity;shoutee;smelled-entity;stolen-thing;taken-thing;wanted-thing;wiped-material;pushee;built-thing;covered-thing;eaten-food;talked-to-person;torn-thing;tellee;thrown-thing;tied-thing;hidden-thing;namee
6354922871-1,6354922871,1,3721243445,A,filler;teacher;beater;namer;thrower
6354922871-2,6354922871,2,3721244147,P,filled-container;teachee;beatee;namee;throwing-goal
6354922871-3,6354922871,3,3789109199,I,filling-material;name;taught-content;beating-instrument;thrown-thing
6354998385-1,6354998385,1,3721243445,A,pourer;thrower;carrier;pusher;searcher
6354998385-2,6354998385,2,3721244147,P,poured-substance;thrown-thing;carried-thing;pushee;searched-for-thing
6354998385-3,6354998385,3,3721247635,L,pouring-goal;throwing-goal;carrying-goal;pushing-goal;search-location
6355294063-1,6355294063,1,12032307932,S,boiled-thing;sunken-entity;burnt-thing;dry-thing;pain-locus;fallee;freezing-person;dieer;hungry-person
6355463487-1,6355463487,1,3721243445,X,sayer
6355463487-2,6355463487,2,7669523136,X,said-content
6355572301-1,6355572301,1,3721243445,X,sitdowner;liver;sitter
6355572301-2,6355572301,2,3721247635,L,sitting-down-place;living-place;sitting-place
6380076923-1,6380076923,1,7911271655,S,climber;sitter;goer;liver;appearer;sitdowner;fallee
6380076923-2,6380076923,2,7911602239,L,climbing-goal;sitting-place;going-goal;living-place;appear-location;sitting-down-place;fall-goal
6380129586-1,6380129586,1,7911271655,S,cougher;runner;jumper;dieer;freezing-person;hungry-person;sad-person;rolling-entity;dry-thing;sunken-entity;screamer;sick-person;boiled-thing;specialist-or-hunter;burnt-thing;pain-locus;crier;shaver-of-self
6406943077-1,6406943077,1,6406965397,A,coverer;filler;cutter;hitter;beater;killer;breaker;shaver-of-body-part;eater;namer;washer;digger;frightener
6406943077-2,6406943077,2,6406973644,P,covered-thing;filled-container;cut-thing;hittee;beatee;killee;broken-thing;shaved-body-part;eaten-food;namee;washed-entity;frightenee;dug-hole-or-ground
6406943077-3,6406943077,3,6406975137,I,cover;filling-material;cutting-instrument;hitting-instrument;beating-instrument;killing-instrument;breaking-instrument;shaving-instrument;eating-instrument;name;washing-instrument;digging-instrument;frightening-thing-or-instr
6407016531-1,6407016531,1,6406965397,A,hider;tearer;peeler
6407016531-2,6407016531,2,6406973644,P,hidden-thing;torn-thing;peeled-object
6407016531-3,6407016531,3,7115419229,X,hiding-affectee;tearing-source;peel
6442983281-1,6442983281,1,7911271655,A,loader;thrower;pusher;tier;putter;filler;pourer;bringer;carrier;sender
6442983281-2,6442983281,2,7911276548,P,loaded-thing;thrown-thing;pushee;tied-thing;put-thing;pouring-goal;filled-container;brought-thing;carried-thing;sent-thing
6442983281-3,6442983281,3,7911602239,L,loading-place;throwing-goal;pushing-goal;tying-goal;putting-goal;poured-substance;filling-material;bringing-recipient;carrying-goal;sending-recipient
6443076608-1,6443076608,1,7918806868,X,namer
6443076608-2,6443076608,2,7911276548,X,namee
6443076608-3,6443076608,3,7918806868,X,name
6449870493-1,6449870493,1,7918806868,X,shouter
6449870493-2,6449870493,2,8083292411,X,shoutee
6449956696-1,6449956696,1,7911271655,S,talker
6449956696-2,6449956696,2,7918947154,X,talked-to-person
6449956696-3,6449956696,3,7918951689,X,talked-about-content
6449982358-1,6449982358,1,7911271655,S,thinker
6449982358-2,6449982358,2,7918951689,X,thought-content
6451070858-1,6451070858,1,7911271655,S,smeller
6451070858-2,6451070858,2,12214850048,X,smelled-entity
6535919183-1,6535919183,1,6441812133,A,bringer;sender;teller;teacher;asker
6535919183-2,6535919183,2,6441825992,P,brought-thing;sent-thing;tellee;teachee;askee
6535919183-3,6535919183,3,6442343122,X,bringing-recipient;sending-recipient;told-content;taught-content;requested-thing
6536019979-1,6536019979,1,6441812133,A,looker;seeer;smeller;fearer;frightener;liker;hugger;eater;follower;meeter;builder;stealer;hitter;toucher;taker;receiver;hider;thrower;wiper;digger;hearer;cooker;maker;leaver;pusher;tearer;helper;washer;carrier;peeler;shouter;screamer
6536019979-2,6536019979,2,6441825992,P,looked-at-entity;seen-entity;smelled-entity;fear-stimulus;frightenee;liked-entity;huggee;eaten-food;followee;met-person;built-thing;stolen-thing;hittee;touchee;taken-thing;received-thing;hidden-thing;thrown-thing;dug-up-thing;heard-sound;cooked-food;made-thing;left-place-or-person;pushee;torn-thing;helpee;washed-entity;wiping-surface;carried-thing;peel;shouted-words;screamed-content
6536020144-1,6536020144,1,3902121070,S,pain-locus;meeter;cougher;runner;freezing-person;dieer;hungry-person;appearer;sick-person;crier;sad-person;screamer;leaver
6536020182-1,6536020182,1,4445258970,X,sad-person;sick-person;hungry-person;freezing-person;burnt-thing
6536020254-1,6536020254,1,3833974892,A,eater;hugger;looker;fearer;liker;knower;searcher;washer;shaver-of-body-part;helper;follower;builder;breaker;killer;hitter;toucher;hider;runner;grinder;wiper;digger;pusher;stealer;frightener;peeler;hearer
6536020254-2,6536020254,2,3892270291,P,eaten-food;huggee;looked-at-entity;fear-stimulus;liked-entity;known-thing-or-person;searched-for-thing;washed-entity;shaved-body-part;helpee;followee;built-thing;broken-thing;killee;hittee;touchee;hidden-thing;running-place;ground-thing;wiping-surface;dug-up-thing;pushee;stolen-thing;frightenee;peeled-object;heard-sound;wiped-material
6536020267-1,6536020267,1,3833974892,A,dresser;talker;asker;teller;shower;giver;sender;carrier;thrower;tier;putter;pourer;coverer;loader;digger;bringer;teacher
6536020267-2,6536020267,2,3833976654,L,dressee;talked-to-person;askee;tellee;showing-addressee;giving-recipient;sending-recipient;carrying-goal;throwing-goal;tying-goal;putting-goal;pouring-goal;covered-thing;loading-place;bringing-recipient;teachee;digging-place
6536020267-3,6536020267,3,3892270291,P,clothes;talked-about-content;requested-thing;told-content;shown-thing;gift;sent-thing;carried-thing;thrown-thing;tied-thing;put-thing;poured-substance;cover;loaded-thing;brought-thing;taught-content;dug-hole-or-ground
6536020270-1,6536020270,1,3833974892,S,follower;helper;sitter;sitdowner;goer;liver;shouter
6536020270-2,6536020270,2,3833976654,L,followee;helpee;sitting-place;sitting-down-place;going-goal;living-place;shoutee
6536020279-1,6536020279,1,3833974892,A,namer
6536020279-2,6536020279,2,3892270291,P,namee
6536020279-3,6536020279,3,3834057362,X,name
6536020292-1,6536020292,1,3833974892,A,taker
6536020292-2,6536020292,2,3892473043,X,taking-source
6536020292-3,6536020292,3,3892270291,P,taken-thing
6536020308-1,6536020308,1,3833974892,A,filler;beater;hitter;cutter;grinder
6536020308-2,6536020308,2,3892270291,P,filled-container;beatee;hittee;cut-thing;ground-thing
6536020308-3,6536020308,3,3833984981,I,filling-material;beating-instrument;hitting-instrument;cutting-instrument;grinding-instrument
6536020310-1,6536020310,1,3833974892,S,blinker;jumper;singer;laugher;screamer;freezing-person;dieer;player;sad-person;rolling-entity;sunken-entity;burnt-thing;dry-thing;rain;boiled-thing;cougher;hungry-person;smeller;thinker
6536020312-1,6536020312,1,3833974892,S,climber
6536020312-2,6536020312,2,3901611320,X,climbing-goal
6536020319-1,6536020319,1,3833974892,S,leaver
6536020319-2,6536020319,2,3892473043,X,left-place-or-person
6536020323-1,6536020323,1,3833974892,S,pain-feeler
6536020323-2,6536020323,2,3833974892,X,pain-locus
6536020345-1,6536020345,1,3866174560,X,hearer
6536020345-2,6536020345,2,3833974892,S,heard-sound
6536020369-1,6536020369,1,3996924451,A,giver
6536020369-2,6536020369,2,3997036702,X,gift
6536020369-3,6536020369,3,3996927147,P,giving-recipient
6536020371-1,6536020371,1,3996924451,A,builder;wiper;taker;receiver
6536020371-2,6536020371,2,3996927147,P,built-thing;wiped-material;taken-thing;received-thing
6536020371-3,6536020371,3,3997056735,X,building-material;wiping-surface;taking-source;receiving-source
6536020382-1,6536020382,1,3996924451,S,shouter;liked-entity
6536020382-2,6536020382,2,3996956227,X,shoutee;liker
6536020385-1,6536020385,1,3996924451,A,talker
6536020385-2,6536020385,2,3996931849,I,talked-to-person
6536020385-3,6536020385,3,3996927147,P,talked-about-content
6536020386-1,6536020386,1,3996924451,S,knower;follower
6536020386-2,6536020386,2,3997036702,X,known-thing-or-person;followee
6536020389-1,6536020389,1,3996924451,S,looker
6536020389-2,6536020389,2,3997201078,X,looked-at-entity
6536020393-1,6536020393,1,3996924451,S,searcher;thinker
6536020393-2,6536020393,2,3997053139,X,searched-for-thing;thought-content
6536020485-1,6536020485,1,3797065782,P,stealing-source;put-thing;showing-addressee;tellee;teachee;giving-recipient;tied-thing
6536020485-2,6536020485,2,6805536151,A,stealer;putter;shower;tier;teller;teacher;giver
6536020485-3,6536020485,3,6805462756,L,stolen-thing;putting-goal;shown-thing;told-content;taught-content;gift;tying-goal
6536020486-1,6536020486,1,3797065782,P,helpee;cut-thing;cooked-food;heard-sound;askee;smelled-entity;built-thing;made-thing;pushee;hidden-thing;carried-thing;poured-substance;looked-at-entity;seen-entity;left-place-or-person;peeled-object;taken-thing;received-thing;eaten-food;saying-addressee;namee;dressee;thought-content;torn-thing;touchee;killee;shoutee;beatee;shaved-body-part;fear-stimulus;hittee;thrown-thing;known-thing-or-person;followee;covered-thing;brought-thing;wiped-material;searched-for-thing;wanted-thing;frightenee;huggee;filled-container;broken-thing;loaded-thing;washed-entity;liker;digger
6536020486-2,6536020486,2,6805536151,A,helper;cutter;cooker;hearer;asker;smeller;builder;maker;pusher;hider;carrier;pourer;looker;seeer;leaver;peeler;taker;receiver;eater;sayer;namer;dresser;thinker;tearer;toucher;killer;shouter;beater;shaver-of-body-part;fearer;hitter;thrower;knower;follower;coverer;bringer;wiper;searcher;wanter;frightener;hugger;filler;breaker;loader;washer;liked-entity;dug-up-thing
6536020487-1,6536020487,1,6805536151,S,freezing-person;goer;fallee;runner;sick-person;jumper;crier;boiled-thing;rolling-entity;player;singer;laugher;dieer;hungry-person;burnt-thing;dry-thing;appearer;cougher;screamer;blinker;pain-feeler;pain-locus;sad-person;digger;sunken-entity;sitdowner
6536020500-1,6536020500,1,6805536151,S,sitter;eater;climber
6536020500-2,6536020500,2,6805462756,L,sitting-place;eaten-food;climbing-goal
6536020532-1,6536020532,1,3797065782,P,talked-to-person
6536020532-2,6536020532,2,6805536151,A,talker
6536020532-3,6536020532,3,3797068408,X,talked-about-content
6536020573-1,6536020573,1,4522560507,S,fearer
6536020573-2,6536020573,2,4522625188,X,fear-stimulus
6536020574-1,6536020574,1,6995275355,A,giver;taker;teacher;namer;asker
6536020574-2,6536020574,2,6995275355,P,giving-recipient;taken-thing;teachee;namee;requested-thing
6536020574-3,6536020574,3,6995383806,X,gift;taking-source;taught-content;name;askee
6536020575-1,6536020575,1,6995275355,A,teller
6536020575-2,6536020575,2,6995275355,P,told-content
6536020575-3,6536020575,3,6995344858,X,tellee
6536020576-1,6536020576,1,6995275355,A,builder;shower;toucher;tier;coverer;hitter;maker
6536020576-2,6536020576,2,6995441528,I,building-material;shown-thing;touching-instrument;tying-instrument;cover;hitting-instrument;making-material
6536020576-3,6536020576,3,6995275355,P,built-thing;showing-addressee;touchee;tied-thing;covered-thing;hittee;made-thing
6536020577-1,6536020577,1,6995275355,S,goer;winker
6536020577-2,6536020577,2,6995534247,X,going-goal;winkee
6536020578-1,6536020578,1,6995275355,S,liver
6536020578-2,6536020578,2,6995383806,X,living-place
6536020579-1,6536020579,1,6995275355,S,screamer;dieer;sunken-entity;burnt-thing;dry-thing;boiled-thing;fallee;crier;cougher;runner;singer;laugher;freezing-person;player;hungry-person;sick-person;jumper;rolling-entity;sad-person;cooker
6536020580-1,6536020580,1,6995275355,S,dresser;appearer
6536020580-2,6536020580,2,6995344858,X,dressee;appear-location
6536020581-1,6536020581,1,6995275355,S,thinker
6536020581-2,6536020581,2,6995334179,X,thought-content
6536020582-1,6536020582,1,6995275355,S,shouter
6536020582-2,6536020582,2,7004389949,X,shoutee
6536020583-1,6536020583,1,6995275355,S,sender
6536020583-2,6536020583,2,6995441528,I,sent-thing
6536020583-3,6536020583,3,6995534247,X,sending-recipient
6536020584-1,6536020584,1,6995275355,A,
6536020584-2,6536020584,2,6995275355,P,
6536020584-3,6536020584,3,6995534247,X,
6536020585-1,6536020585,1,6995275355,A,pourer;loader;putter
6536020585-2,6536020585,2,6995275355,P,poured-substance;loaded-thing;put-thing
6536020585-3,6536020585,3,6995558040,L,pouring-goal;loading-place;putting-goal
6536020587-1,6536020587,1,6995275355,S,sitter
6536020587-2,6536020587,2,6995558040,L,sitting-place
6536020711-1,6536020711,1,7080879189,A,
6536020711-2,6536020711,2,7081337082,X,
6536020711-3,6536020711,3,7080881783,P,
6536020719-1,6536020719,1,7080879189,A,dresser;talker;asker;shouter;teller;shower;giver;teacher
6536020719-2,6536020719,2,7081261397,X,dressee;talked-to-person;askee;shoutee;tellee;showing-addressee;giving-recipient;teachee
6536020719-3,6536020719,3,7080881783,P,talked-about-content;requested-thing;told-content;shown-thing;gift;taught-content;clothes;shouted-words
6536020729-1,6536020729,1,7080879189,A,namer
6536020729-2,6536020729,2,7080881783,P,namee
6536020729-3,6536020729,3,9777736867,X,name
6536020733-1,6536020733,1,7080879189,A,beater;hitter;builder;breaker;killer;cutter;coverer
6536020733-2,6536020733,2,7080892573,I,beating-instrument;hitting-instrument;building-material;breaking-instrument;killing-instrument;cutting-instrument;covered-thing
6536020733-3,6536020733,3,7080881783,P,beatee;hittee;built-thing;broken-thing;killee;cut-thing;cover
6536020739-1,6536020739,1,7080879189,A,sender;carrier;putter;pourer;loader;bringer;thrower;filler
6536020739-2,6536020739,2,7097396938,L,sending-recipient;carrying-goal;putting-goal;pouring-goal;loading-place;bringing-recipient;throwing-goal;filled-container
6536020739-3,6536020739,3,7080881783,P,sent-thing;carried-thing;put-thing;poured-substance;loaded-thing;brought-thing;thrown-thing;filling-material
6536020741-1,6536020741,1,7080879189,A,tier
6536020741-2,6536020741,2,7080892573,I,tying-instrument
6536020741-3,6536020741,3,7097396938,L,tying-goal
6536020741-4,6536020741,4,7080881783,P,tied-thing
6536020747-1,6536020747,1,7080879189,S,blinker;cougher;runner;jumper;laugher;screamer;dieer;player;sad-person;rolling-entity;sunken-entity;burnt-thing;dry-thing;rain;boiled-thing;hungry-person;freezing-person;smeller;follower
6536020751-1,6536020751,1,7080879189,S,sitter;sitdowner;goer;liver
6536020751-2,6536020751,2,7097396938,L,sitting-place;sitting-down-place;going-goal;living-place
6536020786-1,6536020786,1,5240987739,A,talker;teller
6536020786-2,6536020786,2,5240988877,P,talked-to-person;tellee
6536020786-3,6536020786,3,11912437253,X,talked-about-content;told-content
6536020789-1,6536020789,1,5240987739,X,singer
6536020791-1,6536020791,1,7201545353,A,cooker;fearer;eater;hugger;smeller;knower;meeter;follower;helper;washer;dresser;shaver-of-body-part;frightener;liker;leaver;wanter;receiver;seeer;hearer
6536020791-2,6536020791,2,7201552173,P,cooked-food;fear-stimulus;eaten-food;huggee;smelled-entity;known-thing-or-person;met-person;followee;helpee;washed-entity;dressee;shaved-body-part;frightenee;liked-entity;left-place-or-person;wanted-thing;received-thing;seen-entity;heard-sound
6536020792-1,6536020792,1,7201545353,S,cougher;blinker;sad-person;burnt-thing;laugher;dieer;jumper;singer;digger;player;sunken-entity;specialist-or-hunter;screamer;runner;sitdowner;freezing-person;sick-person;hungry-person;pain-locus;crier;boiled-thing;dry-thing;cold-thing
6536020795-1,6536020795,1,7201545353,A,coverer;cutter;killer;toucher;hitter;beater;breaker;peeler;filler;grinder
6536020795-2,6536020795,2,7201552173,P,covered-thing;cut-thing;killee;touchee;hittee;beatee;broken-thing;peeled-object;filled-container;ground-thing
6536020795-3,6536020795,3,7195639628,I,cover;cutting-instrument;killing-instrument;touching-instrument;hitting-instrument;beating-instrument;breaking-instrument;filling-material;grinding-instrument;peel-instrument
6536020797-1,6536020797,1,7201545353,S,talker
6536020797-2,6536020797,2,7202017067,X,talked-to-person
6536020797-3,6536020797,3,7202042770,X,talked-about-content
6536020800-1,6536020800,1,7201545353,A,teacher;namer;teller
6536020800-2,6536020800,2,7201552173,P,teachee;namee;tellee
6536020800-3,6536020800,3,7202176102,X,taught-content;name;told-content
6536020805-1,6536020805,1,7201545353,A,giver;sender;shower;bringer;sayer
6536020805-2,6536020805,2,7201552173,P,gift;sent-thing;shown-thing;brought-thing;said-content
6536020805-3,6536020805,3,7202017067,X,giving-recipient;sending-recipient;showing-addressee;bringing-recipient;saying-addressee
6536020809-1,6536020809,1,7201545353,S,thinker
6536020809-2,6536020809,2,7202042770,X,thought-content
6536020815-1,6536020815,1,7201545353,A,asker;searcher
6536020815-2,6536020815,2,7201552173,P,askee;searched-entity
6536020815-3,6536020815,3,7202482941,X,requested-thing;searched-for-thing
6536020839-1,6536020839,1,7201545353,A,hider;taker;stealer;maker;builder
6536020839-2,6536020839,2,7201552173,P,hidden-thing;taken-thing;stolen-thing;made-thing;built-thing
6536020839-3,6536020839,3,7202404036,X,hiding-affectee;taking-source;stealing-source;making-material;building-material
6536020848-1,6536020848,1,7201545353,S,fearer
6536020848-2,6536020848,2,7202469049,X,fear-stimulus
6536020864-1,6536020864,1,7201545353,S,hearer
6536020864-2,6536020864,2,7202017067,X,heard-sound
6536020888-1,6536020888,1,8818367666,A,eater;looker;seeer;smeller;fearer;frightener;knower;searcher;washer;shaver-of-body-part;helper;follower;builder;peeler;hider;liker;climber;leaver;grinder;digger;pusher;stealer;cooker;wiper;shouter;singer;burner-tr;sink-causer-tr;boiler-tr;roller-tr;sad-person-about
6536020888-2,6536020888,2,8818369383,P,eaten-food;looked-at-entity;seen-entity;smelled-entity;fear-stimulus;frightenee;known-thing-or-person;searched-for-thing;washed-entity;shaved-body-part;helpee;followee;built-thing;peeled-object;hidden-thing;liked-entity;climbing-goal;left-place-or-person;ground-thing;dug-up-thing;pushee;stolen-thing;cooked-food;shoutee;song;wiped-material;wiping-surface;dug-hole-or-ground;burnt-thing-tr;sunken-entity-tr;boiled-thing-tr;rolling-thing-tr;sad-about-thing
6536020889-1,6536020889,1,8818367666,S,hugger;follower;toucher;climber;sitdowner;goer;liver;heard-sound
6536020889-2,6536020889,2,8818389682,L,huggee;followee;touchee;climbing-goal;sitting-down-place;going-goal;living-place;hearer
6536020895-1,6536020895,1,8818367666,S,liker;pain-feeler
6536020895-2,6536020895,2,8818367666,X,liked-entity;pain-locus
6536020897-1,6536020897,1,8818367666,S,thinker
6536020897-2,6536020897,2,8818507725,X,thought-content
6536020900-1,6536020900,1,8818367666,A,dresser;talker;asker;shower;giver;sender;carrier;thrower;tier;putter;pourer;coverer;filler;loader;bringer;teacher;teller
6536020900-2,6536020900,2,8818389682,L,dressee;talked-to-person;askee;showing-addressee;giving-recipient;sending-recipient;carrying-goal;throwing-goal;tied-thing;putting-goal;pouring-goal;covered-thing;filled-container;loading-place;bringing-recipient;teachee;tellee
6536020900-3,6536020900,3,8818369383,P,clothes;talked-about-content;requested-thing;shown-thing;gift;sent-thing;carried-thing;thrown-thing;tying-goal;put-thing;poured-substance;cover;filling-material;loaded-thing;brought-thing;taught-content;told-content
6536020906-1,6536020906,1,8818367666,S,meeter
6536020906-2,6536020906,2,8818749989,X,met-person
6536020911-1,6536020911,1,8818367666,S,sayer
6536020911-2,6536020911,2,8818389682,L,saying-addressee
6536020911-3,6536020911,3,10348756833,X,said-content
6536020912-1,6536020912,1,8818367666,A,namer
6536020912-2,6536020912,2,8818369383,P,namee
6536020912-3,6536020912,3,8818876429,X,name
6536020920-1,6536020920,1,8818367666,A,taker;tearer
6536020920-2,6536020920,2,8819158681,X,taking-source;tearing-source
6536020920-3,6536020920,3,8818369383,P,taken-thing;torn-thing
6536020937-1,6536020937,1,8818367666,A,filler;breaker;killer;cutter;hitter;beater
6536020937-2,6536020937,2,8818369383,P,filled-container;broken-thing;killee;cut-thing;hittee;beatee
6536020937-3,6536020937,3,8827791469,I,filling-material;breaking-instrument;killing-instrument;cutting-instrument;beating-instrument;hitting-instrument
6536020997-1,6536020997,1,6442299787,S,cooker;eater;shaver-of-body-part
6536020997-2,6536020997,2,6468514505,X,cooked-food;eaten-food;shaved-body-part
6536021003-1,6536021003,1,6442299787,S,fearer;crier;appearer;knower;talker;searcher;thinker;hunter
6536021003-2,6536021003,2,6442343122,X,fear-stimulus;cried-after-or-for-person;appear-location;known-thing-or-person;talked-to-person;searched-for-thing;thought-content;hunted-thing
6536021048-1,6536021048,1,6468514505,X,specialist-or-hunter
6536021078-1,6536021078,1,6442299787,S,liver
6536021078-2,6536021078,2,6519877497,X,living-place
6746080809-1,6746080809,1,6441812133,A,namer;giver;stealer;taker;shower
