ID,Language_ID,Name,Description,Alternation_Type,Coding_Frames_Text,Complexity
3133551470,ital1282,Anticausative (uncoded),"<SPAN STYLE= """" >An uncoded valency decreasing operation, whereby the original P argument/object of a transitive verb occurs as subject, with formal identity between the transitive &ndash; intransitive use of the verbal form, also called P-lability. The process is presented as taking place spontaneously, without an external causer, that is, however, part of the lexical representation of the verb (Haspelmath 1987, Levin &amp; Rappaport Hovav 1995, Koonz-Garboden 2009).</SPAN>",Uncoded,,
3133700559,ital1282,Impersonal Reflexive,"<SPAN STYLE= """" >A coded intransitive-like alternation, characterized by defocusing of the S/A argument (according to whether the verb is monovalent or divalent), that is suppressed and signaled by the reflexive morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >si.</SPAN><SPAN STYLE= """" > This morpheme marks an indefinite human participant, with variable interpretation (generic or existential/indefinite, optionally comprising the Speech Act Participants, as in the first person plural, inclusive interpretation), according to the temporal reference of the clause and the aspectual nature of the predicate. With divalent verbs, in the unmarked word order [</SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" > V N] the P-subject (i.e., the nominal agreeing with the verb) occurs in the postverbal position, and is most typically indefinite, and conveys new information (Cennamo 1995: 85-86, Bentley 2006, D'Alessandro 2007, Cennamo 2011c and references therein).</SPAN>",Coded,,
3134014857,ital1282,Causative,"<SPAN STYLE= """" >A valency increasing alternation, whereby a monovalent verb becomes divalent and a divalent verb becomes trivalent, through the adjoining of two predicates, the governing matrix verb - </SPAN><SPAN STYLE= ""font-style:italic;"" >fare</SPAN><SPAN STYLE= """" > 'make' (the factitive/coercive causative)/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasciare</SPAN><SPAN STYLE= """" > 'let' (the permissive causative) -  and a dependent infinitive (Shibatani &amp; Pardeshi 2002, int. al.). The two verbs form a complex predicate, functioning as one unit, with ensuing restructuring of their original argument structure.<BR>If the adjoined infinitive is monovalent, its original subject (</SPAN><SPAN STYLE= ""font-style:italic;"" >cucchiaio</SPAN><SPAN STYLE= """" > 'spoon' in (i)) becomes the object of the complex predicate </SPAN><SPAN STYLE= ""font-style:italic;"" >far</SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >e</SPAN><SPAN STYLE= """" >)/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasciar</SPAN><SPAN STYLE= """" >(e) </SPAN><SPAN STYLE= ""font-style:italic;"" >cadere</SPAN><SPAN STYLE= """" > (postverbal if nominal, as in (ia), preverbal if pronominal, as in (ib)). If the adjoined infinitive is divalent, or trivalent, its original object and indirect objects (</SPAN><SPAN STYLE= ""font-style:italic;"" >dolce</SPAN><SPAN STYLE= """" > 'cake' in (ii), </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >Giovanna</SPAN><SPAN STYLE= """" > in (iii)) function, respectively, as the direct object and indirect object of the complex predicate (</SPAN><SPAN STYLE= ""font-style:italic;"" >far</SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >e</SPAN><SPAN STYLE= """" >)/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasciar</SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >e</SPAN><SPAN STYLE= """" >) </SPAN><SPAN STYLE= ""font-style:italic;"" >mangiare</SPAN><SPAN STYLE= """" > 'make/let eat' in (ii), </SPAN><SPAN STYLE= ""font-style:italic;"" >far</SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >e</SPAN><SPAN STYLE= """" >)/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasciar</SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >e</SPAN><SPAN STYLE= """" >) </SPAN><SPAN STYLE= ""font-style:italic;"" >inviare</SPAN><SPAN STYLE= """" > 'make/let send' in (iii)). The original subject is expressed, instead, as either an indirect object, headed by </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" > 'to', or as an agentive phrase, headed by </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" > 'by', reflecting a difference in control, low in the former form, high in the latter. <BR>With the permissive, </SPAN><SPAN STYLE= ""font-style:italic;"" >lasciare</SPAN><SPAN STYLE= """" > 'let', however, only the </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" >-phrase is possible if the dependent infinitive is a stative verb, never the </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" >-phrase (iv). Interestingly, the degree of acceptability of the </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" >-phrase appears to reflect the aspectual characteristics of the verb, since it is possible with accomplishments and achievements (ii), odd/marginally acceptable with active accomplishments (e.g., mangiare 'eat' ) (iii) and impossible with statives (iv):<BR><BR> (i) a. </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco fece</SPAN><SPAN STYLE= """" >/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasci&ograve; cadere il cucchiaio.</SPAN><SPAN STYLE= """" >  <BR>     Mark made/let fall the spoon <BR>     b. </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco lo fece</SPAN><SPAN STYLE= """" >/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasci&ograve; cadere.<BR></SPAN><SPAN STYLE= """" >     Mark it made/let fall<BR>    'Mark made/let it fall.'<BR>(ii) </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco fece</SPAN><SPAN STYLE= """" >/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasci&ograve; inviare il libro a Giovanna da Anna.<BR></SPAN><SPAN STYLE= """" >     Mark made/let send the book to Jane by Anne<BR>     'Mark made/let Jane send the book to Anne.'<BR> (iii) </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco fece</SPAN><SPAN STYLE= """" >/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasci&ograve; mangiare il dolce a suo padre/da suo <BR>     padre.<BR></SPAN><SPAN STYLE= """" >     Mark made/let eat the cake to his father/by his father<BR>     'Mark made/let his father eat the cake.'<BR> (iv) </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco lasci&ograve; </SPAN><SPAN STYLE= """" >         </SPAN><SPAN STYLE= ""font-style:italic;"" > vedere il    quadro  a  Luc</SPAN><SPAN STYLE= """" >a/*</SPAN><SPAN STYLE= ""font-style:italic;"" >da Luca.<BR></SPAN><SPAN STYLE= """" >        Mark   let.PST.3SG  see      the  painting to Luke/*by Luke<BR>       'Mark let Luke see the painting.'<BR><BR>When the dependent infinitive is a reflexive verb, in the factitive construction the verb occurs without </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" >, as in (iv):<BR><BR>(iv) </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco fece</SPAN><SPAN STYLE= """" >/</SPAN><SPAN STYLE= ""font-style:italic;"" >lasci&ograve; radere</SPAN><SPAN STYLE= """" > (*</SPAN><SPAN STYLE= ""font-style:italic;"" >radersi</SPAN><SPAN STYLE= """" >) </SPAN><SPAN STYLE= ""font-style:italic;"" >Giovanni</SPAN><SPAN STYLE= """" > .<BR>       Mark made/let shave (*shave himself) John<BR>       'Mark made/let John shave.'</SPAN>",Uncoded,,
3134673863,ital1282,Direct Reflexive,"<SPAN STYLE= """" >A pattern where the verb is transitive, A is animate, high in Potency and coreferent with P, which is signaled by the reflexive morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" >, that is an argument of the verb, as shown by the applicability of the substitution test, whereby </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" > can be replaced either by the tonic form </SPAN><SPAN STYLE= ""font-style:italic;"" >s&eacute; stesso</SPAN><SPAN STYLE= """" > 'oneself' as in (iia) or by a clitic complement pronoun, </SPAN><SPAN STYLE= ""font-style:italic;"" >lo</SPAN><SPAN STYLE= """" >, in (iib): <BR><BR>(i) </SPAN><SPAN STYLE= ""font-style:italic;"" >il ladro si nascose dietro una siepe.</SPAN><SPAN STYLE= """" > <BR>The thief REFL hid behind a hedge <BR>'The thief hid himself behind a hedge.'<BR>(ii)a.  </SPAN><SPAN STYLE= ""font-style:italic;"" >il ladro nascose s&eacute; stesso<BR></SPAN><SPAN STYLE= """" >'The thief hid himself behind a hedge.'<BR>(ii)b.</SPAN><SPAN STYLE= ""font-style:italic;"" > il ladro lo nascose<BR></SPAN><SPAN STYLE= """" >The thief him hid <BR>'The thief hid him.'<BR><BR>The distinction among different types of reflexive patterns is to be seen as a gradient, with overlapping of categories at their periphery, in their non-canonical realizations. It is not always easy, in fact, to detect the function of the reflexive morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" >, owing to the complex interplay between syntactic and semantic features, resulting also from different diachronic paths (Cennamo 1995, 2011d).</SPAN>",Coded,,
3135763135,ital1282,Impersonal of Reflexives,"<SPAN STYLE= """" >The corresponding impersonal form of (direct/indirect/reciprocal/middle/inherent) reflexives, with defocusing of the A/S argument, surfacing as </SPAN><SPAN STYLE= ""font-style:italic;"" >ci</SPAN><SPAN STYLE= """" >, the 1st person plural clitic pronoun replacing impersonal </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" >, whereby one finds the [</SPAN><SPAN STYLE= ""font-style:italic;"" >ci si</SPAN><SPAN STYLE= """" > V] pattern instead of the sequence [</SPAN><SPAN STYLE= ""font-style:italic;"" >si si</SPAN><SPAN STYLE= """" > V] (Cennamo 2010, 2011c). </SPAN><SPAN STYLE= ""font-style:italic;"" >Ci</SPAN><SPAN STYLE= """" > marks an indefinite human participant, with variable interpretation (generic or existential/indefinite, optionally comprising the Speech Act Participants, as in the first person plural, inclusive interpretation), according to the temporal reference of the clause and the aspectual nature of the predicate.</SPAN>",Coded,,
3269882924,ital1282,Impersonal Passive,"<SPAN STYLE= """" >A coded intransitive alternation showing defocusing of both A and P, and a passive verb morphology, signaled by a form of the auxiliaries </SPAN><SPAN STYLE= ""font-style:italic;"" >essere</SPAN><SPAN STYLE= """" > 'BE', </SPAN><SPAN STYLE= ""font-style:italic;"" >venire</SPAN><SPAN STYLE= """" > 'COME', occurring in the unmarked 3rd person singular. A is deleted, optionally surfacing as a prepositional phrase headed by the </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" > 'by', and P is defocused, realized by the (reflexive) morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" >. The past participle of the lexical verb agrees with the underlying unexpressed argument (P), signaled by </SPAN><SPAN STYLE= ""font-style:italic;"" >si</SPAN><SPAN STYLE= """" > (Cennamo 2010, 2014).</SPAN>",Coded,,
3391999729,ital1282,Body part possessor alternation,"<SPAN STYLE= """" >The (in)transitive variant of a pattern involving a possessor object and a possessed body part, which may be encoded either as an object noun phrase (e.g., </SPAN><SPAN STYLE= ""font-style:italic;"" >L&rsquo;uomo colp&igrave; la spalla di Marco</SPAN><SPAN STYLE= """" > 'The man beat Mark&rsquo;s shoulder'), or may be expressed as a prepositional phrase (e.g., </SPAN><SPAN STYLE= ""font-style:italic;"" >L&rsquo;uomo colp&igrave; Marco sulla spalla</SPAN><SPAN STYLE= """" > 'The man beat Mark on his shoulder') (Levin 1993: 71-77).</SPAN>",Uncoded,,
3392174207,ital1282,Possessor-Attribute Alternation,"<SPAN STYLE= """" >The (in)transitive variant of a pattern involving a possessor object and a possessed attribute, which may be encoded either as an object noun phrase (e.g., </SPAN><SPAN STYLE= ""font-style:italic;"" >Temo l&rsquo;arroganza di Giovanni</SPAN><SPAN STYLE= """" > 'I fear John&rsquo;s arrogance'), or may be expressed as a prepositional phrase (e.g., </SPAN><SPAN STYLE= ""font-style:italic;"" >Temo Giovanni per la sua arroganza</SPAN><SPAN STYLE= """" > &lsquo;I fear John for his arrogance) (Levin 1993: 71-77).</SPAN>",Uncoded,,
3393341971,ital1282,Applicative,"<SPAN STYLE= """" >A transitive pattern derived from an intransitive construction, with the original adjunct promoted to object status. Unlike in canonical applicative constructions (Peterson 2007, Polinsky 2008), there is no change in the verb morphology.</SPAN>",Uncoded,,
13043824026,ital1282,Indirect Reciprocal Reflexive,"<SPAN STYLE= """" >A pattern where the verb is (di)transitive and the A arguments and the recipient/benefactive argument act on each other and are both Benefactive of the verbal activity. In its non-canonical realizations A may be inanimate. In this pattern, reciprocity is often overtly expressed by means of the adverbials </SPAN><SPAN STYLE= ""font-style:italic;"" >a vicenda</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >reciprocamente</SPAN><SPAN STYLE= """" > 'reciprocally' and by phrases such as </SPAN><SPAN STYLE= ""font-style:italic;"" >l'un l'altro</SPAN><SPAN STYLE= """" > 'each other', which disambiguate the reflexive from the reciprocal interpretations (Cennamo 2011c and references therein).</SPAN>",Coded,,
2932448856,chhi1245,S/P ambitransitivity,"<SPAN STYLE= """" >This alternation is between the basic intransitive and the basic monotransitive frame. Intransitive S corresponds to transitive P. All intransitive or monotransitive verbs fulfilling certain semantic conditions (approximated as change-of-state semantics) can undergo this alternation. There are more verbs preferring the transitive frame than the other way round, so if one abstracts away from single verbs, the transitive frame may be viewed as the default.</SPAN>",Uncoded,,
2932859367,chhi1245,S/A detransitivisation,"<SPAN STYLE= """" >All transitive verbs (monotransitive and ditransitive) can undergo this alternation (though examples have been entered only for a few). A is marked by the absolutive and linked to S-agreement. O stays present and in the absolutive but is not linked to an agreement position. The detransitivised frame is used when the quantity of O is indeterminate. Generally the transitive frames are more frequent than the detransitivised one, but a few verbs have it as their default due to their semantics.</SPAN>",Uncoded,,
2996223528,chhi1245,Reciprocal ambitransitivity,"<SPAN STYLE= """" >This alternation is found with a handful of verbs coding potentially reciprocal action. It links the S of the intransitive variant to both A and P of the transitive variant.</SPAN>",Uncoded,,
3072974381,chhi1245,Theme alternation,"<SPAN STYLE= """" >A couple of ditransitive verbs mark T either by the ergative case or by the absolutive (= zero).</SPAN>",Uncoded,,
3073290115,chhi1245,Locative/absolutive alternation,"<SPAN STYLE= """" >Many verbs indicating movement to a destination can mark the destination either by the locative or the absolutive case (= zero). This alternation is independent of valency, so it also occurs with ditransitive verbs.</SPAN>",Uncoded,,
3253556125,chhi1245,Reflexive,"<SPAN STYLE= """" >If the A of a mono- or ditransitive action is identical to the argument linked to P-AGR (be it P, T or something else) the verb is marked by one or several discontinuous reflexive suffixes (mostly </SPAN><SPAN STYLE= ""font-style:italic;"" >-na</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >-ce</SPAN><SPAN STYLE= """" >, depending on the form) and takes S-AGR person/number suffixes. <BR>This alternation is possible for any mono- or ditransitive action that may be self-directed, i.e., there are no lexical restrictions. <BR>Some combinations of stems with reflexive suffixes have become lexicalized, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >cind-</SPAN><SPAN STYLE= """" > 'teach': </SPAN><SPAN STYLE= ""font-style:italic;"" >cind-ce-</SPAN><SPAN STYLE= """" > 'learn' (lit. 'teach oneself').</SPAN>",Coded,,
3253557995,chhi1245,Reciprocal,"<SPAN STYLE= """" >In a situation with two or more participants where each participant is the A of an action directed to one of the other participants and at the same time the argument linked to P-AGR of the same action as directed to him by another participant, the reciprocal form is used. The reciprocal form is constructed by suffixing the bare verb stem with </SPAN><SPAN STYLE= ""font-style:italic;"" >-ka</SPAN><SPAN STYLE= """" > and a full reduplication of the stem. In order to function as a predicate, this form requires the auxiliary </SPAN><SPAN STYLE= ""font-style:italic;"" >lus-</SPAN><SPAN STYLE= """" > taking S-AGR person/number suffixes. <BR>The reciprocal form can be formed from any mono- or ditransitive verb allowing for reciprocal action, i.e., there are no lexical restrictions. With ditransitive verbs coding both T and R by ABS the reciprocal action can take place between T and R instead of A and R.</SPAN>",Coded,,
3253558762,chhi1245,Passive participle,"<SPAN STYLE= """" >The passive participle (suffix -</SPAN><SPAN STYLE= ""font-style:italic;"" >maya</SPAN><SPAN STYLE= ""font-family: 'Helvetica';font-style:italic;"" >&#331;</SPAN><SPAN STYLE= """" >) refers to a non-A argument of a mono- or ditransitive verb. The argument is P in the case of monotransitives and variably T, L, or R with ditransitives specifying these roles. For ditransitives specifying I it is so far only clear that the participle can refer to P. <BR>As far as known, the passive participle can be formed from any mono- or ditransitive verb.</SPAN>",Coded,,
3253560340,chhi1245,Benefactive,"<SPAN STYLE= """" >The benefactive is coded by the vector verb -</SPAN><SPAN STYLE= ""font-style:italic;"" >bid</SPAN><SPAN STYLE= """" > and introduces the beneficient (or maleficient) of an action as a new role. The new role attracts P-AGR. Apart from that the coding frame remains unchanged.<BR></SPAN><SPAN STYLE= ""font-style:italic;"" >-bid</SPAN><SPAN STYLE= """" > cannot be suffixed to intransitive verbs. There seem to be no lexical restrictions within mono- and ditransitive verbs, though.</SPAN>",Coded,,
3253561035,chhi1245,Causative,"<SPAN STYLE= """" >The causative is coded by the pseudo-vector verb </SPAN><SPAN STYLE= ""font-style:italic;"" >-mett</SPAN><SPAN STYLE= """" > and introduces a causer as a new role. A-AGR goes with the causer, P-AGR with the causee (</SPAN><SPAN STYLE= ""font-family: 'Helvetica';"" >= former S/A</SPAN><SPAN STYLE= """" >). Other arguments (e.g. former P) remain unchanged.<BR></SPAN><SPAN STYLE= ""font-style:italic;"" >-mett</SPAN><SPAN STYLE= """" > can be suffixed to any verb.</SPAN>",Coded,,
3762066552,mapu1245,Applicative 1,"<SPAN STYLE= """" >The suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-lel ~ -el ~ -l</SPAN><SPAN STYLE= """" > (and possibly also -</SPAN><SPAN STYLE= ""font-style:italic;"" >&uuml;l</SPAN><SPAN STYLE= """" >) is added to the verb stem; the semantic/pragmatic yield is usually benefactive.</SPAN>",Coded,,
3762101911,mapu1245,Applicative 2,"<SPAN STYLE= """" >The suffix</SPAN><SPAN STYLE= ""font-style:italic;"" > -&ntilde;ma ~ -ma</SPAN><SPAN STYLE= """" > is added to the verb stem. The semantic/pragmatic yield, especially with bivalent predicates, is usually malefactive.</SPAN>",Coded,,
3762108816,mapu1245,Applicative 3,"<SPAN STYLE= """" >Root serialization with </SPAN><SPAN STYLE= ""font-style:italic;"" >tu</SPAN><SPAN STYLE= """" >- 'get, take' forms a new verb stem. The range of possible semantic roles of the applied object is wide (as are the syntactic effects: sometimes no discernible yield is found, and sometimes the operation detransitivizes the predicate); high-frequency motion verbs incorporate a goal to the case frame with this process.</SPAN>",Coded,,
3762129755,mapu1245,Applicative 4,"<SPAN STYLE= """" >Root serialization with </SPAN><SPAN STYLE= ""font-style:italic;"" >ye</SPAN><SPAN STYLE= """" >- 'carry, bring' forms a new verb stem. The range of possible semantic roles of the applied object is wide (as are the syntactic effects: sometimes no discernible yield is found); high-frequency verba dicendi incorporate a topic/content to the case frame with this process.</SPAN>",Coded,,
3779418712,mapu1245,Causative1,"<SPAN STYLE= """" >high-control causative; suffixation of -</SPAN><SPAN STYLE= ""font-style:italic;"" >lel ~ -el ~ -l</SPAN>",Coded,,
3779423959,mapu1245,Causative2,"<SPAN STYLE= """" >low-control causative; suffixation of -</SPAN><SPAN STYLE= ""font-style:italic;"" >(&uuml;)m </SPAN><SPAN STYLE= """" >(stem-final </SPAN><SPAN STYLE= ""font-style:italic;"" >f</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >g</SPAN><SPAN STYLE= """" > regularly change to </SPAN><SPAN STYLE= ""font-style:italic;"" >p</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >k</SPAN><SPAN STYLE= """" > before the suffix)</SPAN>",Coded,,
5843898430,mapu1245,Reflexive,"<SPAN STYLE= """" >The suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-(u)w</SPAN><SPAN STYLE= """" > is added to the verb stem. Reciprocal meaning is prominent with some roots (e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >elu</SPAN><SPAN STYLE= """" >- 'give'), but it usually requires the addition of </SPAN><SPAN STYLE= ""font-style:italic;"" >epu&ntilde;p&uuml;le / wetrukon</SPAN><SPAN STYLE= """" > 'each other'.</SPAN>",Coded,,
7400433793,mapu1245,Labile,,Uncoded,,
3185741189,xara1244,Object Omission alternation,"<SPAN STYLE= """" >Transitive verbs very often occur without any object.</SPAN>",Uncoded,,
3186229603,xara1244,Ambitransitive Alternation 1,"<SPAN STYLE= """" >Concerns labile verbs.</SPAN>",Uncoded,,
3263614902,xara1244,Conative alternation,"<SPAN STYLE= """" >In the alternate frame, the object is introduced by a preposition, indicating that it is not entirely affected.</SPAN>",Coded,,
3263968632,xara1244,Middle alternation,"<SPAN STYLE= """" >Is coded on the verb with the middle prefix </SPAN><SPAN STYLE= ""font-style:italic;"" >&ugrave;</SPAN><SPAN STYLE= """" >-, a reflex of Proto Oceanic </SPAN><SPAN STYLE= ""font-style:italic;"" >*paRi-</SPAN><SPAN STYLE= """" >. This prefix is  rare in X&acirc;r&acirc;c&ugrave;&ugrave; (less rare in  Thio  than in Canala), and only affects a dozen of verbs, always conferring middle values such as:<BR>- sociative </SPAN><SPAN STYLE= ""font-style:italic;"" >cu&egrave;</SPAN><SPAN STYLE= """" > &quot;site&quot;, </SPAN><SPAN STYLE= ""font-style:italic;"" >&ugrave;-cu&egrave;</SPAN><SPAN STYLE= """" > &quot;assemble&quot;<BR>- grooming actions: </SPAN><SPAN STYLE= ""font-style:italic;"" >c&ugrave;</SPAN><SPAN STYLE= """" > &quot;comb&quot;, </SPAN><SPAN STYLE= ""font-style:italic;"" >&ugrave;-c&ugrave;</SPAN><SPAN STYLE= """" > &quot;comb one's hair&quot;<BR>- generic/habitual: </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" > &quot;eat&quot;, </SPAN><SPAN STYLE= ""font-style:italic;"" >&ugrave;-da </SPAN><SPAN STYLE= """" >&quot;bite (fish)&quot;</SPAN>",Coded,,
3331696427,xara1244,Impersonal alternation,"<SPAN STYLE= """" >Situation (&quot;ambient&quot;) vs experience alternation. It is the case with verbs, such as </SPAN><SPAN STYLE= ""font-style:italic;"" >x&ugrave;p&egrave;, </SPAN><SPAN STYLE= """" >which may refer either to the weather (it's cold, warm...) when the construction is impersonal (no subject), or which describe a state (be cold, be warm) or an experience (feel cold, feel warm), when a subject is expressed. <BR>V vs VE</SPAN>",Uncoded,,
3332136401,xara1244,Reflexive/Reciprocal omission alternation,"<SPAN STYLE= """" >The construction remains transitive, but </SPAN><SPAN STYLE= ""font-style:italic;"" >m&ucirc;g&eacute;</SPAN><SPAN STYLE= """" > &quot;return, again&quot;, postposed to the verb, marks coreference between the subject and the object, expressing reflexivity or reciprocity.<BR>It can also express iterativity.</SPAN>",Coded,,
3547122656,xara1244,Causative alternation,"<SPAN STYLE= """" >marked by the prefix </SPAN><SPAN STYLE= ""font-style:italic;"" >fa</SPAN><SPAN STYLE= """" >-; may be derived from any intransitive or transitive verb.</SPAN>",Coded,,
3547943666,xara1244,Applicative alternation,"<SPAN STYLE= """" >The transitive/applicative suffix -</SPAN><SPAN STYLE= ""font-style:italic;"" >ri </SPAN><SPAN STYLE= """" >(or</SPAN><SPAN STYLE= ""font-style:italic;"" > </SPAN><SPAN STYLE= """" >other specific forms such as </SPAN><SPAN STYLE= ""font-style:italic;"" >kaciri</SPAN><SPAN STYLE= """" >) only applies to a few X&acirc;r&acirc;c&ugrave;&ugrave; verbs. It is the only transitive suffix that remains from the Proto Oceanic transitive/applicative suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >*-aki(ni)</SPAN><SPAN STYLE= """" >.</SPAN>",Coded,,
3573861337,xara1244,Oblique/Direct alternation,"<SPAN STYLE= """" >Instead of A steals T from X, the oblique/direct alternation has the following coding frame: A steals X (</SPAN><SPAN STYLE= ""font-style:italic;"" >ng&ecirc;</SPAN><SPAN STYLE= """" > T).</SPAN>",Uncoded,,
3574426924,xara1244,Nominalization alternation,"<SPAN STYLE= """" >This alternation is frequent, and may occur with any verb. Nominalized verbal constructions are very frequent in stories.<BR>There are different nominalizing prefixes: </SPAN><SPAN STYLE= ""font-style:italic;"" >k&egrave;&egrave;</SPAN><SPAN STYLE= """" >- &quot;manner of&quot;  is the general one and  </SPAN><SPAN STYLE= ""font-style:italic;"" >&ugrave;-</SPAN><SPAN STYLE= """" > &quot;place of', or 'cause of&quot; are the more productive ones in this kind of sentences.</SPAN>",Coded,,
13250916966,xara1244,Ambitransitive Alternation 2,"<SPAN STYLE= """" >Concerns labile verbs.</SPAN>",Uncoded,,
3277423334,como1259,Indirective applicative,"<SPAN STYLE= """" >The indirective applicative with </SPAN><SPAN STYLE= ""font-style:italic;"" >-&#660;&#601;m</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >-a&#660;am</SPAN><SPAN STYLE= """" > is one of two productive applicatives in Sliammon. The indirective suffix followed immediately by the control or the noncontrol transitivizer creates transitive stems in which the object refers to a noncore participant in the corresponding form without the indirective suffix. It creates bivalent transitives from monovalent intransitives, and trivalent transitives from bivalent transitives. The participant indexed as the object is often benefactive, but it can also be malefactive. </SPAN>",Coded,,
3277487560,como1259,Causative,"<SPAN STYLE= """" >The causative -</SPAN><SPAN STYLE= ""font-style:italic;"" >stg</SPAN><SPAN STYLE= """" > transitivizes the stem and adds a new agent argument. Causativized stems generally have the meaning 'cause to act/cause to be' or 'let someone act/let someone (something) be'; that is, the function of the causative transitivizer covers both causative and permission. With some roots, mostly those with (trans-)locational meaning, the causative renders an associative sense, thus meaning, e.g., 'take sth./s.o.' (lit. 'make it go with'), 'bring sth./s.o.' (lit. 'make it come with').</SPAN>",Coded,,
3288977462,como1259,Relational applicative,"<SPAN STYLE= """" >The relational applicative with </SPAN><SPAN STYLE= ""font-style:italic;"" >-mi</SPAN><SPAN STYLE= """" > is one of two productive applicatives in Sliammon. The relational suffix attaches to monovalent intransitive stems. Such intransitive stems include unsuffixed intransitives and the middle stems. The suffix is in turn followed by the control transitivizer. The transitive stem thus formed with the suffix express that the act denoted by the root is performed in some sort of relation to the participant indexed by the object suffix on the stem. With motion verbs, the object is the goal, and with psych verbs, the object is the entity at which the act is performed or the emotion is felt.</SPAN>",Coded,,
3291802178,como1259,Active-intransitive,"<SPAN STYLE= """" >The active-intransitive suffix </SPAN><SPAN STYLE= ""font-style:italic;"" >-&#660;&#601;m</SPAN><SPAN STYLE= """" > (</SPAN><SPAN STYLE= ""font-style:italic;"" >-a&#660;am</SPAN><SPAN STYLE= """" > after clusters of two or more consonants) forms agentive intransitive verbs. The verbs formed with this suffix take oblique objects, and hence they are bivalent intransitives.</SPAN>",Coded,,
3295320204,como1259,Passive,"<SPAN STYLE= """" >The passive suffix is one of three suffixes which can detransitivize a transitive stem. The others are the reflexive suffix and the reciprocal suffix. None of these suffixes attaches directly to the root but follows one of the transitive suffixes.<BR><BR>The passive patient is marked by the object suffixes. The logical agent is demoted and expressed, if at all, by an oblique NP.</SPAN>",Coded,,
3297656371,como1259,Control transitive,"<SPAN STYLE= """" >The control transitive marker </SPAN><SPAN STYLE= ""font-style:italic;"" >-t</SPAN><SPAN STYLE= """" > is one of four suffixes which mark transitive verbs. These suffixes form verb stems that take an object suffix in addition to a Subject marker. The control transitive, in contrast to the noncontrol transitive, depicts the attempt at the action without implying whether or not the action had a result.</SPAN>",Coded,,
