ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Original_Orthography,Translation_Other,Number,Example_Type,Source,Form_IDs
italian-708,italian,Si sbattono le palpebre inconsapevolmente.,si\tsbatto-no\tle\tpalpebr-e\tin-consapevol-mente,REFL\tblink-PRS.3PL\tART.DEF.F.PL\teyelid-F.PL\tnot-conscious-ADV,One blinks one’s eyes/We blink our eyes/You blink your eyes/They blink their eyes unconsciously.,,,,,708,Constructed by native speaker linguist,,italian-blink-1
italian-707,italian,Anna sbatte le palpebre frequentemente.,Anna\tsbatt-e\tle\tpalpebr-e\tfrequente-mente,Anne\tblink-PRS.3SG\tART.DEF.F.PL\teyelid-F.PL\tfrequent-ADV,Anne often blinks her eyes.,,,,,707,Constructed by native speaker linguist,,italian-blink-1
italian-706,italian,Ci si dissotterra le patate migliori.,ci\tsi\tdissotterr-a\tle\tpatat-e\tmiglior-i,IMP\tREFL\tdig-PRS.3SG\tART.DEF.F.PL\tpotato-F.PL\tbest-F.PL,One digs for/We/You/They (indef.) dig up the best potatoes.,,,,,706,Constructed by native speaker linguist,,italian-dig-1
italian-705,italian,Il contadino si dissotterra le patate migliori.,il\tcontadin-o\tsi\tdissotterr-a\tle\tpatat-e\tmiglior-i,ART.DEF.M.SG\tfarmer-M.SG\tREFL\tdig-PRS.3SG\tART.DEF.F.PL\tpotato-F.PL\tbest-F.PL,The farmer digs up the best potatoes for himself.,,,,,705,Constructed by native speaker linguist,,italian-dig-1
italian-704,italian,Le patate si dissotterrano a fine estate.,le\tpatat-e\tsi\tdissotterra-no\ta\tfin-e\testat-e,ART.DEF.F.PL\tpotato-F.PL\tREFL\tdig-PRS.3PL\tat\tend-F.SG\tsummer-F.SG,Potatoes are dug up in late summer.,,,,,704,Constructed by native speaker linguist,,italian-dig-1
italian-703,italian,Si dissotterrano le patate a fine estate.,si\tdissotterra-no\tle\tpatat-e\ta\tfin-e\testat-e,IMP\tdig-PRS.3PL\tART.DEF.F.PL\tpotato-F.PL\tat\tend-F.SG\tsummer-F.SG,One digs up/We/You/They (indef.) dig up potatoes in late summer.,,,,,703,Constructed by native speaker linguist,,italian-dig-1
italian-702,italian,Le patate vanno dissotterrate a fine estate.,le\tpatat-e\tva-nno\tdissotterra-t-e\ta\tfin-e\testat-e,ART.DEF.F.PL\tpotato-F.PL\tgo.PRS-3PL\tdig-PP-F.PL\tat\tend-F.SG\tsummer-F.SG,Potatoes are to be dug up in late summer.,,,,,702,Constructed by native speaker linguist,,italian-dig-1
italian-701,italian,Il contadino dissotterra le patate con la zappa.,il\tcontadin-o\tdissotterr-a\tle\tpatat-e\tcon\tla\tzapp-a,ART.DEF.M.SG\tfarmer-M.SG\tdig-PRS.3SG\tART.DEF.F.PL\tpotato-F.PL\twith\tART.DEF.F.SG\thoe-F.SG,The farmer digs up potatoes with a hoe.,,,,,701,Constructed by native speaker linguist,,italian-dig-1
italian-700,italian,A scuola spesso ci si ruba la merenda.,a\tscuol-a\tspesso\tci\tsi\trub-a\tla\tmerend-a,at\tschool-F.SG\toften\tIMP\tREFL\tsteal-PRS.3SG\tART.DEF.F.SG\tsnack-F.SG,"At school, we/you/They (indef.) steal each other’s snacks.",,"<SPAN STYLE= """" >In the impersonal pattern </SPAN><SPAN STYLE= ""font-style:italic;"" >ci si</SPAN><SPAN STYLE= """" > V the morpheme</SPAN><SPAN STYLE= ""font-style:italic;"" > ci</SPAN><SPAN STYLE= """" > can also be the oblique first person plural clitic pronoun, whereby </SPAN><SPAN STYLE= ""font-style:italic;"" >ci</SPAN><SPAN STYLE= """" > = 'to us', so that (i) </SPAN><SPAN STYLE= ""font-style:italic;"" >ci si ruba</SPAN><SPAN STYLE= """" > can also exemplify an impersonal reflexive 'One steals/They (indef.) steal us our snack'.</SPAN>",,,700,Constructed by native speaker linguist,,italian-steal-1
italian-699,italian,I bambini si rubano la merenda.,i\tbambin-i\tsi\truba-no\tla\tmerend-a,ART.DEF.M.PL\tchild-M.PL\tREFL\tsteal-PRS.3PL\tART.DEF.F.SG\tsnack-F.SG,Children steal each other’s snacks.,,,,,699,Constructed by native speaker linguist,,italian-steal-1
italian-698,italian,"Marco ha rubato, per questo è in carcere.",Marco\tha\truba-t-o\tper\tquest-o\tè\tin\tcarcer-e,Mark\thave.PRS.3SG\tsteal-PP-M.SG\tfor\tthis-M.SG\tbe.PRS.3SG\tin\tprison-M.SG,One steals/We/You/They (indef.) steal the most precious jewels.,,,,,698,Constructed by native speaker linguist,,italian-steal-1
italian-697,italian,Il bambino si ruba ogni giorno la merenda.,il\tbambin-o\tsi\trub-a\togni\tgiorn-o\tla\tmerend-a,ART.DEF.M.SG\tchild-M.SG\tREFL\tsteal-PRS.3SG\tevery\tday-M.SG\tART.DEF.F.SG\tsnack-F.SG,The child steals a snack every day.,,,,,697,Constructed by native speaker linguist,,italian-steal-1
italian-696,italian,Si rubano i gioielli più preziosi.,si\truba-no\ti\tgioiell-i\tpiù\tprezios-i,IMP\tsteal-PRS.3PL\tART.DEF.M.PL\tjewel-M.PL\tmost\tprecious-M.PL,One steals/We/You/They (indef.) steal the most precious jewels.,,,,,696,Constructed by native speaker linguist,,italian-steal-1
italian-695,italian,I gioielli si rubano frequentemente.,i\tgioiell-i\tsi\truba-no\tfrequente-mente,ART.DEF.M.PL\tjewel-M.PL\tREFL\tsteal-PRS.3PL\tfrequent-ADV,Jewels are frequently stolen.,,,,,695,Constructed by native speaker linguist,,italian-steal-1
italian-694,italian,Il ladro rubò i gioielli alla signora.,il\tladr-o\trub-ò\ti\tgioiell-i\ta-lla\tsignor-a,ART.DEF.M.SG\tthief-M.SG\tsteal-PST.3SG\tART.DEF.M.PL\tjewel-M.PL\tto-ART.DEF.F.SG\tlady-F.SG,The thief stole the jewels from the lady.,,,,,694,Constructed by native speaker linguist,,italian-steal-1
italian-693,italian,"Ci si porta le valigie in albergo, perché non ci sono facchini.",ci\tsi\tport-a\tle\tvaligi-e\tin\talberg-o\tperché\tnon\tci\tsono\tfacchin-i,IMP\tREFL\tbring-PRS.3SG\tART.DEF.F.PL\tsuitcase-F.PL\tin\thotel-M.SG\tsince\tNEG\tthere\tbe.PRS.3PL\tporter-M.PL,"One is carrying/ You/We/ They (indef.) are carrying the suitcases to the hotel oneself/yourself/ourselves/themselves, since there are no porters.",,,,,693,Constructed by native speaker linguist,,italian-bring-1
italian-692,italian,Anna e Luca si porta-no le valigi-e.,Anna\te\tLuca\tsi\tporta-no\tle\tvaligi-e,Anne\tand\tLuke\tREFL\tbring-PRS.3PL\tART.DEF.F.PL\tsuitcase-F.PL,Anne and Luke carry each other the suitcases.,,,,,692,Constructed by native speaker linguist,,italian-bring-1
italian-691,italian,Anna si porta le valigie.,Anna\tsi\tport-a\tle\tvaligi-e,Anne\tREFL\tbring-PRS.3SG\tART.DEF.F.PL\tsuitcase-F.PL,Anne brings her suitcases herself.,,,,,691,Constructed by native speaker linguist,,italian-bring-1
italian-690,italian,I fiori vengono portati nelle ricorrenze importanti.,i\tfior-i\tvengo-no\tporta-t-i\tne-lle\tricorrenz-e\timportant-i,ART.DEF.M.PL\tflower-M.PL\tcome.PRS-3PL\tbring-PP-M.PL\tin-ART.DEF.F.PL\tanniversary-F.PL\timportant-F.PL,Flowers are brought when an important anniversary takes place.,,,,,690,Constructed by native speaker linguist,,italian-bring-1
italian-689,italian,I fiori si portano come omaggio.,i\tfior-i\tsi\tporta-no\tcome\tomaggi-o,ART.DEF.M.PL\tflower-M.PL\tREFL\tbring-PRS.3PL\tas\tgift-M.SG,Flowers are brought as a homage.,,,,,689,Constructed by native speaker linguist,,italian-bring-1
italian-688,italian,Si portano dei fiori alle puerpere.,si\tporta-no\tde-i\tfior-i\ta-lle\tpuerper-e,IMP\tbring-PRS.3PL\tsome-ART.DEF.M.PL\tflower-M.PL\tto-ART.DEF.F.PL\tpuerperant-F.PL,One brings/We/You/They (indef.) bring some flowers to the puerperas.,,,,,688,Constructed by native speaker linguist,,italian-bring-1
italian-687,italian,Ci si macina il caffè tutte le mattine.,ci\tsi\tmacin-a\til\tcaffè\ttutt-e\tle\tmattin-e,IMP\tREFL\tgrind-PRS.3SG\tART.DEF.M.SG\tcoffee.M.SG\tevery-F.PL\tART.DEF.F.PL\tmorning-F.PL,One grinds/We/You/They (indef.) grind coffee for oneself/ourselves/yourselves/themselves every morning.,,,,,687,Constructed by native speaker linguist,,italian-grind-1
italian-686,italian,Questo macinino non macina bene.,quest-o\tmacinin-o\tnon\tmacin-a\tbene,this-M.SG\tgrinder-M.SG\tNEG\tgrind-PRS.3SG\twell,This grinder does not grind well.,,,,,686,Constructed by native speaker linguist,,italian-grind-1
italian-685,italian,Anna si macina il caffè ogni mattina.,Anna\tsi\tmacin-a\til\tcaffè\togni\tmattin-a,Anne\tREFL\tgrind-PRS.3SG\tART.DEF.M.SG\tcoffee.M.SG\tevery\tmorning-F.SG,Anne grinds her own coffee every morning.,,,,,685,Constructed by native speaker linguist,,italian-grind-1
italian-684,italian,Il caffè si macina fresco.,il\tcaffè\tsi\tmacin-a\tfresc-o,ART.DEF.M.SG\tcoffee.M.SG\tREFL\tgrind-3SG\tfresh-M.SG,Coffee is freshly ground.,,,,,684,Constructed by native speaker linguist,,italian-grind-1
italian-683,italian,Un tempo si macinava il caffè in casa.,un\ttemp-o\tsi\tmacina-v-a\til\tcaffè\tin\tcas-a,ART.INDF.M\ttime-M.SG\tREFL\tgrind-IMPF-3SG\tART.DEF.M.SG\tcoffee.M.SG\tat\thome-F.SG,Once one/we/you/They (indef.) ground coffee at home.,,,,,683,Constructed by native speaker linguist,,italian-grind-1
italian-682,italian,Il caffè è/viene macinato fresco.,il\tcaffè\tè/vien-e\tmacina-t-o\tfresc-o,ART.DEF.M.SG\tcoffee.M.SG\tbe.PRS.3SG/come.PRS-3SG\tgrind-PP-M.SG\tfresh-M.SG,The coffee is freshly ground.,,,,,682,Constructed by native speaker linguist,,italian-grind-1
italian-681,italian,Questo detersivo non pulisce bene.,quest-o\tdetersiv-o\tnon\tpuli-sc-e\tbene,this-M.SG\twashing_powder-M.SG\tNEG\tclean-PRS-3SG\twell,This detergent does not clean well.,,,,,681,Constructed by native speaker linguist,,italian-clean-1
italian-680,italian,Lucia si pulisce.,Lucia\tsi\tpuli-sc-e,Lucy\tREFL\tclean-PRS-3SG,Lucy is cleaning herself.,,,,,680,Constructed by native speaker linguist,,italian-clean-1
italian-679,italian,Ci si pulisce le scarpe dalla polvere prima di entrare.,ci\tsi\tpuli-sc-e\tle\tscarp-e\tda-lla\tpolver-e\tprima\tdi\tentra-re,IMP\tREFL\twipe-PRS-3SG\tART.DEF.F.PL\tshoe-F.PL\tfrom-ART.DEF.F.SG\tdust-F.SG\tbefore\tof\tget_in-INF,One wipes/We/You/They (indef.) wipe the dust off one’s/our/your/their shoes before entering.,,,,,679,Constructed by native speaker linguist,,italian-clean-1
italian-678,italian,Marco e Giovanna si puliscono a vicenda le scarpe dalla polvere.,Marco\te\tGiovanna\tsi\tpuli-sc-ono\ta_vicenda\tle\tscarp-e\tda-lla\tpolver-e,Mark\tand\tJane\tREFL\twipe-PRS-3PL\tmutually\tART.DEF.F.PL\tshoe-F.PL\tfrom-ART.DEF.F.SG\tdust-F.SG,Mark and Jane are dusting off each other’s shoes.,,,,,678,Constructed by native speaker linguist,,italian-clean-1
italian-677,italian,Si è puliti con cura da bambini.,si\tè\tpuli-t-i\tcon\tcur-a\tda\tbambin-i,REFL\tbe.PRS.3SG\tclean-PP-M.PL\twith\tcare-F.SG\tas\tchild-M.PL,One is cleaned carefully as a child/We/you/They (indef.) are cleaned carefully as children.,,,,,677,Constructed by native speaker linguist,,italian-clean-1
italian-676,italian,Il gatto si pulisce con cura.,il\tgatt-o\tsi\tpuli-sc-e\tcon\tcur-a,ART.DEF.M.SG\tcat-M.SG\tREFL\twipe-PRS-3SG\twith\tcare-F.SG,The cat cleans itself carefully.,,,,,676,Constructed by native speaker linguist,,italian-clean-1
italian-675,italian,Il gatto si pulisce il pelo.,il\tgatt-o\tsi\tpuli-sc-e\til\tpel-o,ART.DEF.M.SG\tcat-M.SG\tREFL\twipe-PRS-3SG\tART.DEF.M.SG\thair-M.SG,The cat is cleaning its fur.,,,,,675,Constructed by native speaker linguist,,italian-clean-1
italian-674,italian,Il tavolo si pulisce con cura.,il\ttavol-o\tsi\tpuli-sc-e\tcon\tcur-a,ART.DEF.M.SG\ttable-M.SG\tREFL\twipe-PRS-3SG\twith\tcare-F.SG,The table is to be cleaned carefully.,,,,,674,Constructed by native speaker linguist,,italian-clean-1
italian-673,italian,Si pulì il pavimento con un detersivo biodegradabile.,si\tpul-ì\til\tpaviment-o\tcon\tun\tdetersiv-o\tbiodregradabil-e,REFL\twipe-PST.3SG\tART.DEF.M.SG\tfloor-M.SG\twith\tART.INDF.M\tcleaner-M.SG\tbiodegradable-M.SG,One/We/They (indef.) wiped the floor with a biodegradable floor-cleaner.,,,,,673,Constructed by native speaker linguist,,italian-clean-1
italian-672,italian,Mario fece cantare una canzone dalla ragazza.,Mario\tfec-e\tcanta-re\tun-a\tcanzon-e\tda-lla\tragazz-a,Mario\tmake.PST-3SG\tsing-INF\tART.INDF-F.SG\tsong-F.SG\tby-ART.DEF.F.SG\tgirl-F.SG,Mario made the girl sing a song.,,,,,672,Constructed by native speaker linguist,,italian-sing-1
italian-671,italian,Mario fece cantare una canzone alla ragazza.,Mario\tfec-e\tcanta-re\tun-a\tcanzon-e\ta-lla\tragazz-a,Mario\tmake.PST-3SG\tsing-INF\tART.INDF-F.SG\tsong-F.SG\tto-ART.DEF.F.SG\tgirl-F.SG,Mario made the girl sing a song.,,,,,671,Constructed by native speaker linguist,,italian-sing-1
italian-670,italian,Mario fece cantare la ragazza.,Mario\tfec-e\tcanta-re\tla\tragazz-a,Mario\tmake.PST-3SG\tsing-INF\tART.DEF.F.SG\tgirl-F.SG,Mario had the girl sing (a song).,,,,,670,Constructed by native speaker linguist,,italian-sing-1
italian-669,italian,La frutta riempie subito.,la\tfrutta\triempi-e\tsubito,ART.DEF.F.SG\tfruit.F.SG\tfill-PRS.3SG\timmediately,Fruit fills (one) immediately.,,,,,669,Constructed by native speaker linguist,,italian-fill-1
italian-668,italian,Marco chiese del suo amico.,Marco\tchies-e\tde-l\tsu-o\tamic-o,Mark\task.PST-3SG\tof-ART.DEF.M.SG\this-M.SG\tfriend-M.SG,Mark enquired about his friend.,,,,,668,Constructed by native speaker linguist,,italian-ask-for-1
italian-667,italian,L'enorme massa d'acqua spinge contro la diga.,l'=enorm-e\tmass-a\td'=acqu-a\tsping-e\tcontro\tla\tdig-a,ART.DEF.M.SG=huge-F.SG\tmass-F.SG\tof=water-F.SG\tpush-PRS.3SG\tagainst\tART.DEF.F.SG\tdam-F.SG,The huge mass of water is pressing against the dam.,,,,,667,Constructed by native speaker linguist,3297140895[2563],italian-push-1
italian-666,italian,Marco strappò la lettera a Luca.,Marco\tstrapp-ò\tla\tletter-a\ta\tLuca,Mark\ttear-PST.3SG\tART.DEF.F.SG\tletter-F.SG\tto\tLuke,Mark snatched the letter from Luke.,,"<SPAN STYLE= """" >Depending on the context, the predicate can also mean 'took away', rather than 'tore'.</SPAN>",,,666,Constructed by native speaker linguist,,italian-tear-1
italian-665,italian,Si viene sentiti dagli animali nel bosco.,si\tvien-e\tsenti-t-i\tda-gli\tanimal-i\tne-l\tbosc-o,REFL\tcome.PRS-3SG\thear-PP-M.PL\tby-ART.DEF.M.PL\tanimal-M.PL\tin-ART.DEF.M.SG\twood-M.SG,One is/We/You/They (indef.) are heard by the animals in the wood.,,,,,665,Constructed by native speaker linguist,,italian-hear-1
italian-664,italian,Anna si sente il rumore della strada fino a tarda notte.,Anna\tsi\tsent-e\til\trumor-e\tde-lla\tnott-e\tfino\ta\ttard-a\tnott-e,Anne\tREFL\thear-PRS.3SG\tART.DEF.M.SG\tnoise-M.SG\tof-ART.DEF.F.SG\tstreet-F.SG\ttill\tto\tlate-F.SG\tnight-F.SG,Anne hears the noise of the street until late in the night.,,,,,664,Constructed by native speaker linguist,,italian-hear-1
italian-663,italian,L'orso si sente a distanza.,l'=ors-o\tsi\tsent-e\ta\tdistanz-a,ART.DEF.M.SG=bear-M.SG\tREFL\thear-PRS.3SG\tat\tdistance-F.SG,The bear is heard in the distance.,,,,,663,Constructed by native speaker linguist,,italian-hear-1
italian-662,italian,Si sente l'orso in lontananza.,si\tsent-e\tl'=ors-o\tin\tlontananz-a,IMP\thear-PRS.3SG\tART.DEF.M.SG=bear-M.SG\tin\tdistance-F.SG,One/We/You/They (indef.) can hear the bear in the distance.,,,,,662,Constructed by native speaker linguist,,italian-hear-1
italian-661,italian,L'orso viene sentito dai cani in lontananza.,l'=ors-o\tvien-e\tsenti-t-o\tda-i\tcan-i\tin\tlontananz-a,ART.DEF.M.SG=bear-M.SG\tcome-PRS.3SG\thear-PP-M.SG\tby-ART.DEF.M.PL\tdog-M.PL\tin\tdistance-F.SG,The bear is heard in the distance by the dogs.,,,,,661,Constructed by native speaker linguist,,italian-hear-1
italian-660,italian,Mio nonno non sente più.,mi-o\tnonn-o\tnon\tsent-e\tpiù,my-M.SG\tgrandfather-M.SG\tNEG\thear-PRS.3SG\tmore,My grandfather can't hear any more.,,,,,660,Constructed by native speaker linguist,,italian-hear-1
italian-659,italian,"Non spingere, per piacere.",non\tspinge-re\tper_piacere,NEG\tpush-INF\tplease,"Don't push, please.",,,,,659,Constructed by native speaker linguist,,italian-push-1
italian-658,italian,A volte involontariamente ci si spinge.,a_volte\tinvolontaria-mente\tci\tsi\tsping-e,sometimes\tunintentional-ADV\tIMP\tREFL\tpush-PRS.3SG,Sometimes we/you/They (indef.) accidentally push each other.,,,,,658,Constructed by native speaker linguist,,italian-push-1
italian-657,italian,Ci si spinse avanti per vedere meglio.,ci\tsi\tspins-e\tavanti\tper\tvede-re\tmeglio,IMP\tREFL\tpush.PST-3SG\tahead\tto\tsee-INF\tbetter,One/You/We/They (indef.) pushed oneself/yourself/ourselves/themselves forwards to see better.,,,,,657,Constructed by native speaker linguist,,italian-push-1
italian-656,italian,Ci si insegna ad avere pazienza.,ci\tsi\tinsegn-a\tad\tavere\tpazienza,IMP\tREFL\tteach-PRS.3SG\tto\thave.INF\tpatience.F.SG,One teaches oneself/We /You/They (indef.) teach themselves to be patient.,,,,,656,Constructed by native speaker linguist,,italian-teach-1
italian-655,italian,Si è pianti da tutti se si lascia un bel ricordo.,si\tè\tpiant-i\tda\ttutt-i\tse\tsi\tlasci-a\tun\tbel\tricord-o,REFL\tbe.PRS.3SG\tcry.PP-M.PL\tby\tall-M.PL\tif\tREFL\tleave-PRS.3SG\tART.INDF.M\tloving.M.SG\tmemory-M.SG,One is/We/You/They (indef.) are mourned by everybody if one leaves/we/you/they leave a loving memory.,,,,,655,Constructed by native speaker linguist,,italian-cry-1
italian-654,italian,Si è pianto per giorni.,si\tè\tpiant-o\tper\tgiorn-i,REFL\tbe.PRS.3SG\tcry.PP-M.SG\tfor\tday-M.PL,One has cried/We/You/They (indef.) have cried for many days.,,,,,654,Constructed by native speaker linguist,,italian-cry-1
italian-653,italian,Anna pianse il suo amico per mesi.,Anna\tpians-e\til\tsu-o\tamic-o\tper\tmes-i,Anne\tcry.PST-3SG\tART.DEF.M.SG\ther-M.SG\tfriend-M.SG\tfor\tmonth-M.PL,Anne cried for her friend for months.,,,,,653,Constructed by native speaker linguist,,italian-cry-1
italian-652,italian,Anna pianse lacrime amare.,Anna\tpians-e\tlacrim-e\tamar-e,Anne\tcry.PST-3SG\ttear-F.PL\thot-F.PL,Anne wept bitter tears.,,"<SPAN STYLE= """" >The verb </SPAN><SPAN STYLE= ""font-style:italic;"" >piangere</SPAN><SPAN STYLE= """" > also occurs, albeit rarely, with a cognate object.</SPAN>",,,652,Constructed by native speaker linguist,,italian-cry-1
italian-651,italian,Si è ricevuti dall'avvocato nel suo studio legale.,si\tè\tricevut-i\tda-ll'=avvocat-o\tne-l\tsu-o\tstudi-o\tlegal-e,IMP\tbe.PRS.3SG\treceive.PP-M.PL\tby-ART.DEF.M.SG=lawyer-M.SG\tin-ART.DEF.M.SG\this-M.SG\toffice-M.SG\tlegal-M.SG,One is received/We/You/They (indef.) are received by the lawyer in his office.,,,,,651,Constructed by native speaker linguist,,italian-get-1
italian-650,italian,Si è voluti dai propri genitori.,si\tè\tvolut-i\tda-i\tpropr-i\tgenitor-i,IMP\tbe.PRS.3SG\twant.PP-M.PL\tby-ART.DEF.M.PL\town-M.PL\tparent-M.PL,One is desired/We/You/They (indef.) are desired by one’s/our/your/their own parents.,,,,,650,Constructed by native speaker linguist,,italian-want-1
italian-649,italian,Ci si vuole per la vita.,ci\tsi\tvuol-e\tper\tla\tvit-a,IMP\tREFL\twant-PRS.3SG\tfor\tART.DEF.F.SG\tlife-F.SG,One loves/We/They (indef.) love each other for life.,,,,,649,Constructed by native speaker linguist,,italian-want-1
italian-648,italian,Si vuole tutto subito.,si\tvuol-e\ttutt-o\tsubito,REFL\twant-PRS.3SG\tall-M.SG\timmediately,One wants/We/You/They (indef.) want everything immediately.,,,,,648,Constructed by native speaker linguist,,italian-want-1
italian-647,italian,Si viene lanciati dall'aereo col paracadute.,si\tvien-e\tlancia-t-i\tda-ll'=aere-o\tco-l\tparacadut-e,IMP\tcome.PRS-3SG\tthrow-PP-M.PL\tfrom-ART.DEF.M.SG=aircraft-M.SG\twith-ART.DEF.M.SG\tparachute-M.SG,One is thrown/We/You/They (indef.) are parachuted from the aircraft.,,,,,647,Constructed by native speaker linguist,,italian-throw-1
italian-646,italian,Marco lanciò la palla molto in alto.,Marco\tlanci-ò\tla\tpall-a\tmolt-o\tin\talt-o,Mark\tthrow-PST.3SG\tART.DEF.F.SG\tball-F.SG\tvery-M.SG\tin\thigh-M.SG,Mark threw the ball very high.,,,,,646,Constructed by native speaker linguist,,italian-throw-1
italian-645,italian,Il bastone urtò il tavolo.,il\tbaston-e\turt-ò\til\ttavol-o,ART.DEF.M.SG\tstick-M.SG\thit-PST.3SG\tART.DEF.M.SG\ttable-M.SG,The stick hit the table.,,,,,645,Constructed by native speaker linguist,,italian-hit-1
italian-644,italian,Marco urtò contro la credenza.,Marco\turt-ò\tcontro\tla\tcredenz-a,Mark\thit-PST.3SG\tagainst\tART.DEF.F.SG\tcupboard-F.SG,Mark hit against the dresser.,,,,,644,Constructed by native speaker linguist,,italian-hit-1
italian-643,italian,Marco urtò il tavolino con la gamba.,Marco\turt-ò\til\ttavolin-o\tcon\tla\tgamb-a,Mark\thit-PST.3SG\tART.DEF.M.SG\tside_table-M.SG\twith\tART.DEF.F.SG\tleg-F.SG,Mark hit the side-table with his leg.,,,,,643,Constructed by native speaker linguist,3297140895[2842],italian-hit-1
italian-642,italian,Marco urtò il bastone su-l tavol-o.,Marco\turt-ò\til\tbaston-e\tsu-l\ttavol-o,Mark\thit-PST.3SG\tART.DEF.M.SG\tstick-M.SG\ton-ART.DEF.M.SG\ttable-M.SG,Mark hit the stick on the table.,,,,,642,Constructed by native speaker linguist,,italian-hit-1
italian-641,italian,Si venne urtati dal camion.,si\tvenn-e\turta-t-i\tda-l\tcamion,IMP\tcome.PST-3SG\thit-PP-M.PL\tby-ART.DEF.M.SG\ttruck.M.SG,One has hit/We/You/They (indef.) were hit by the truck.,,,,,641,Constructed by native speaker linguist,,italian-hit-1
italian-640,italian,Si urtò il vaso inavvertitamente.,si\turt-ò\til\tvas-o\tin-avvertita-mente,REFL\thit-PST.3SG\tART.DEF.M.SG\tvase-M.SG\tnot-intentional-ADV,One hit/We/They (indef.) hit the vase accidentally.,,,,,640,Constructed by native speaker linguist,,italian-hit-1
italian-639,italian,Si è caduti a terra.,si\tè\tcadut-i\ta\tterr-a,REFL\tbe.PRS.3SG\tfall.PP-M.PL\tto\tground-F.SG,One has/We/You/They (indef.) fell to the ground.,,,,,639,Constructed by native speaker linguist,,italian-fall-1
italian-638,italian,Ci si colpisce a vicenda con calci e pugni.,ci\tsi\tcolpi-sc-e\ta_vicenda\tcon\tcalc-i\te\tpugn-i,IMP\tREFL\tbeat-PRS-3SG\tmutually\twith\tkick-M.PL\tand\tfist-M.PL,We beat each other /They (indef.) beat each other with kicks and fists.,,,,,638,Constructed by native speaker linguist,,italian-beat-1
italian-637,italian,Il bastone colpì la staccionata.,il\tbaston-e\tcolp-ì\tla\tstaccionat-a,ART.DEF.M.SG\tstick-M.SG\tbeat-PST.3SG\tART.DEF.F.SG\twooden_fence-F.SG,The stick hit the wooden fence.,,,,,637,Constructed by native speaker linguist,,italian-beat-1
italian-636,italian,L'uomo colpì la staccionata con il bastone.,l'=uom-o\tcolp-ì\tla\tstaccionat-a\tcon\til\tbaston-e,ART.DEF.M.SG=man-M.SG\tbeat-PST.3SG\tART.DEF.F.SG\twooden_fence-F.SG\twith\tART.DEF.M.SG\tstick-M.SG,The man hit the wooden fence with the stick.,,,,,636,Constructed by native speaker linguist,,italian-beat-1
italian-635,italian,Si è colpiti da calci e pugni.,si\tè\tcolpi-t-i\tda\tcalc-i\te\tpugn-i,REFL\tbe.PRS.3SG\tbeat-PP-M.PL\tby\tkick-M.PL\tand\tfist-M.PL,One is beaten/We/You/They (indef.) are hit by fists and kicks.,,,,,635,Constructed by native speaker linguist,,italian-beat-1
italian-634,italian,L'uomo colpì Marco sulla spalla.,l'=uom-o\tcolp-ì\tMarco\tsu-lla\tspall-a,ART.DEF.M.SG=man-M.SG\tbeat-PST.3SG\tMark\ton-ART.DEF.F.SG\tshoulder-F.SG,The man hit Mark on his shoulder.,,,,,634,Constructed by native speaker linguist,,italian-beat-1
italian-633,italian,L'uomo colpì la spalla di Marco.,l'=uom-o\tcolp-ì\tla\tspall-a\tdi\tMarco,ART.DEF.M.SG=man-M.SG\tbeat-PST.3SG\tART.DEF.F.SG\tshoulder-F.SG\tof\tMark,The man hit Mark’s shoulder.,,,,,633,Constructed by native speaker linguist,,italian-beat-1
italian-632,italian,L'uomo si colpì la fronte inavvertitamente.,l'=uom-o\tsi\tcolp-ì\tla\tfront-e\tin-avvertita-mente,ART.DEF.M.SG=man-M.SG\tREFL\tbeat-PST.3SG\tART.DEF.F.SG\tforehead-F.SG\tnot-conscious-ADV,The man hit his forehead accidentally.,,,,,632,Constructed by native speaker linguist,,italian-beat-1
italian-631,italian,"Se si è cacciatori di cinghiali, bisogna essere prudenti.",se\tsi\tè\tcacciator-i\tdi\tcinghial-i\tbisogna\tessere\tprudent-i,if\tREFL\tbe.PRS.3SG\thunter-M.PL\tof\tboar-M.PL\tneed.PRS.3SG\tbe.INF\tcareful-M.PL,"If one is a wild boar hunter, one needs to be careful.",,,,,631,Constructed by native speaker linguist,,italian-be-a-hunter-1
italian-630,italian,Anna e Luca si riempirono a vicenda il bicchiere di vino.,Anna\te\tLuca\tsi\triempi-rono\ta_vicenda\til\tbicchier-e\tdi\tvin-o,Anne\tand\tLuke\tREFL\tfill-PST.3PL\tmutually\tART.DEF.M.SG\tglass-M.SG\tof\twine-M.SG,Anne and Luke filled each other’s wine glasses.,,,,,630,Constructed by native speaker linguist,,italian-fill-1
italian-629,italian,Si è riempiti di false promesse.,si\tè\triempi-t-i\tdi\tfals-e\tpromess-e,REFL\tbe.PRS.3SG\tfill-PP-M.PL\tof\tfalse-F.PL\tpromise-F.PL,One was/We/You/They (indef.) were filled with false promises.,,,,,629,Constructed by native speaker linguist,,italian-fill-1
italian-628,italian,I quadri riempivano la casa.,i\tquadr-i\triempi-va-no\tla\tcas-a,ART.DEF.M.PL\tpicture-M.PL\tfill-IMPF-3PL\tART.DEF.F.SG\thouse-F.SG,The house was filled with pictures. / The paintings filled the house.,,,,,628,Constructed by native speaker linguist,,italian-fill-1
