ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,verb_type,original_script,simplex_or_complex,Basic_Coding_Frame_ID
bezhta-be-sad-1,,bezhta,be-sad,urɣelliƛ'a yaqal,urɣelliƛ'a yaqal,,"<SPAN STYLE= """" >to be sad</SPAN>",,,,,,NV,,Complex,4837810705
bezhta-be-ill-1,,bezhta,be-ill,k'ok'al,k'ok'al,,"<SPAN STYLE= """" >to be ill<BR><BR>The pain-feeling/sick person can be expressed as an adnominal genitive modifier to the sick/aching body part.</SPAN>",,,,,,VV,,Simplex,4837810705
bezhta-be-dry-1,,bezhta,be-dry,qoqal,qoqal,,"<SPAN STYLE= """" >to dry</SPAN>",,,,,,VV,,Complex,4837810705
bezhta-laugh-1,,bezhta,laugh,łowal,łowal,,"<SPAN STYLE= """" >to laugh</SPAN>",,,,,,,,Simplex,4837810705
bezhta-burn-1,,bezhta,burn,yek'al,yek'al,,"<SPAN STYLE= """" >'to burn'</SPAN>",,,,,,,,Simplex,4837810705
bezhta-blink-1,,bezhta,blink,häydä pacpaƛal,häydä pacpaƛal,,"<SPAN STYLE= """" >'to blink'<BR><BR>The blinker can be expressed as an adnominal possessor modifying </SPAN><SPAN STYLE= ""font-style:italic;"" >h&auml;yd&auml; </SPAN><SPAN STYLE= """" >'eyes'.</SPAN>",,,,,,NV,,Complex,11289089094
bezhta-be-a-hunter-1,,bezhta,be-a-hunter,no verbal counterpart,no verbal counterpart,,"<SPAN STYLE= """" >be.PRS</SPAN>",,,,,,COP N,,,8343886341
bezhta-take-1,,bezhta,take,yokčal,yokčal,,"<SPAN STYLE= """" >'to take'</SPAN>",,,,,,,,Simplex,8343886379
bezhta-dig-1,,bezhta,dig,yäxäl,yäxäl,,"<SPAN STYLE= """" >to dig</SPAN>",,,,,,,,Simplex,4808512782
bezhta-peel-1,,bezhta,peel,no verbal counterpart,no verbal counterpart,,"<SPAN STYLE= """" >no counterpart of PEEL in Bezhta</SPAN>",,,,,,,,,8343886341
bezhta-grind-1,,bezhta,grind,haʔal,haʔal,,"<SPAN STYLE= """" >to grind</SPAN>",,,,,,,,Simplex,4808512782
bezhta-shave-a-body-part_person-1,,bezhta,shave-a-body-part_person,kusuʔal,kusuʔal,,"<SPAN STYLE= """" >to shave</SPAN>",,,,,,,,Simplex,4808512782
bezhta-push-1,,bezhta,push,zistuqlal,zistuqlal,,"<SPAN STYLE= """" >to push</SPAN>",,,,,,,,Simplex,4808512782
bezhta-go-1,,bezhta,go,yeⁿƛ'al (1),yeⁿƛ'al,,"<SPAN STYLE= """" >to go</SPAN>",,,,,,,,Simplex,8343886366
bezhta-roll-1,,bezhta,roll,k'äyƛäl,k'äyƛäl,,"<SPAN STYLE= """" >it means 'turn round' and 'walk'</SPAN>",,,,,,,,Simplex,4837810705
bezhta-teach-1,,bezhta,teach,małciyowal,małciyowal,,"<SPAN STYLE= """" >to teach</SPAN>",,,,,,,,Complex,4837856233
bezhta-scream-1,,bezhta,scream,lalaƛal,lalaƛal,,"<SPAN STYLE= """" >'to shout'</SPAN>",,,,,,,,Simplex,8343886333
bezhta-cook-1,,bezhta,cook,helal,helal,,"<SPAN STYLE= """" >'to boil/to cook' it is a labile verb.</SPAN>",,,,,,,,Simplex,4808512782
bezhta-hear-1,,bezhta,hear,tuqal,tuqal,,"<SPAN STYLE= """" >to hear</SPAN>",,,,,,,,Simplex,4808518806
bezhta-want-1,,bezhta,want,yat'al,yat'al,,"<SPAN STYLE= """" >to like, to want</SPAN>",,,,,,,,Simplex,4808518806
bezhta-sink-1,,bezhta,sink,ɣanq'iziyaqal,ɣanq'iziyaqal,,"<SPAN STYLE= """" >to sink</SPAN>",,,,,,,,Complex,4837810705
bezhta-boil-1,,bezhta,boil,ɣayƛal,ɣayƛal,,"<SPAN STYLE= """" >to boil</SPAN>",,,,,,,,Simplex,4837810705
bezhta-smell-1,,bezhta,smell,mäh biq'al,mäh biq'al,,"<SPAN STYLE= """" >'to feel smell'<BR><BR>The smelled entity can be expressed as an adnominal possessor modifying </SPAN><SPAN STYLE= ""font-style:italic;"" >m&auml;h </SPAN><SPAN STYLE= """" >'smell'.</SPAN>",,,,,,NV,,Complex,8343886336
bezhta-dress-1,,bezhta,dress,łič'elal,łič'elal,,"<SPAN STYLE= """" >to dress</SPAN>",,,,,,,,Complex,4842403135
bezhta-shout-at-1,,bezhta,shout-at,lalaƛal,lalaƛal,,"<SPAN STYLE= """" >'to shout'</SPAN>",,,,,,,,Simplex,8343886333
bezhta-build-1,,bezhta,build,no verbal counterpart,no verbal counterpart,,"<SPAN STYLE= """" >no counterpart of BUILD in Bezhta</SPAN>",,,,,,,,,8343886341
bezhta-sit-1,,bezhta,sit,q'ey yecal,q'ey yecal,,"<SPAN STYLE= """" >'to sit down'</SPAN>",,,,,,LV,,Complex,4837810705
bezhta-leave-1,,bezhta,leave,yeⁿƛ'al (2),yeⁿƛ'al,,"<SPAN STYLE= """" >'to go'</SPAN>",,,,,,,,Simplex,8343886367
bezhta-play-1,,bezhta,play,k'isal,k'isal,,"<SPAN STYLE= """" >to play</SPAN>",,,,,,,,Simplex,4837810705
bezhta-clean-1,,bezhta,clean,yaⁿcolal,yaⁿcolal,,"<SPAN STYLE= """" >to clean</SPAN>",,,,,,,,Complex,8343886320
italian-cover-1,,italian,cover,coprire,coprire,,"<SPAN STYLE= """" >With this verb, the instrumental complement can also be introduced by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >di</SPAN><SPAN STYLE= """" >, with co-occurence restrictions on the definiteness of the related nominal. <BR>Ex:<BR></SPAN><SPAN STYLE= ""font-style:italic;"" >Marco copr&igrave; la tavola con fiori / di fiori / *dei fiori.<BR></SPAN><SPAN STYLE= """" >'Mark covered the table with flowers / of flowers/ *of the flowers.'</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-fill-1,,italian,fill,riempire,riempire,,"<SPAN STYLE= """" >With this verb, the instrumental complement can also be introduced by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >di</SPAN><SPAN STYLE= """" >, with co-occurence restrictions on the definiteness of the related nominal. </SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-load-1,,italian,load,caricare,caricare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,6079839742
italian-tie-1,,italian,tie,legare,legare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4758038607
italian-pour-1,,italian,pour,versare,versare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757700126
italian-put-1,,italian,put,mettere,mettere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757700126
italian-throw-1,,italian,throw,lanciare,lanciare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757700126
italian-bring-1,,italian,bring,portare,portare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-carry-1,,italian,carry,trasportare,trasportare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757700126
italian-send-1,,italian,send,inviare,inviare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-give-1,,italian,give,dare,dare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-show-1,,italian,show,mostrare,mostrare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-steal-1,,italian,steal,rubare,rubare,,"<SPAN STYLE= """" >The source is marked with the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" > if it is animate, otherwise with the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" >. The animate and the inanimate sources can co-occur.</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,12706805092
italian-hide-1,,italian,hide,nascondere,nascondere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-tear-1,,italian,tear,strappare,strappare,,"<SPAN STYLE= """" >Depending on the context, the predicate can also mean 'tore', rather than 'took away'.<BR>The preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" > is possible as an alternative to </SPAN><SPAN STYLE= ""font-style:italic;"" >da</SPAN><SPAN STYLE= """" >.</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4758013371
italian-wipe-1,,italian,wipe,pulire,pulire,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4758013371
italian-cut-1,,italian,cut,tagliare,tagliare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-touch-1,,italian,touch,toccare,toccare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-hit-1,,italian,hit,urtare,urtare,,"<SPAN STYLE= """" >With this verb, the prepositional expression of the P argument ([&plusmn; animate]) signals a higher degree of affectedness of A than its corresponding non-prepositional encoding (e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco urt&ograve; la finestra</SPAN><SPAN STYLE= """" > 'Mark hit the window' vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >Marco urt&ograve; contro la finestra</SPAN><SPAN STYLE= """" > 'Mark hit against the window').</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-beat-1,,italian,beat,colpire,colpire,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-kill-1,,italian,kill,uccidere,uccidere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-break-1,,italian,break,rompere,rompere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302041977
italian-name-1,,italian,name,chiamare,chiamare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4302032358
italian-say-1,,italian,say,dire,dire,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-tell-1,,italian,tell,raccontare,raccontare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-ask-for-1,,italian,ask-for,chiedere,chiedere,,"<SPAN STYLE= """" >In the sense of 'inquire', </SPAN><SPAN STYLE= ""font-style:italic;"" >chiedere</SPAN><SPAN STYLE= """" > allows the omission of the object and an additional argument expressed as a prepositional phrase headed by </SPAN><SPAN STYLE= ""font-style:italic;"" >di</SPAN><SPAN STYLE= """" > ('of') and a +/- animate noun.</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757648034
italian-talk-1,,italian,talk,parlare,parlare,,"<SPAN STYLE= """" >The verb also selects the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >con</SPAN><SPAN STYLE= """" > ('with') to introduce the talked to person.</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,12222577952
italian-know-1,,italian,know,conoscere,conoscere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-see-1,,italian,see,vedere,vedere,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-look-at-1,,italian,look-at,guardare,guardare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-frighten-1,,italian,frighten,spaventare,spaventare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-fear-1,,italian,fear,temere,temere,,"<SPAN STYLE= """" >The verb</SPAN><SPAN STYLE= ""font-style:italic;"" > temere </SPAN><SPAN STYLE= """" >also has an intransitive variant, in which the theme/stimulus argument is non-core, encoded as a prepositional phrase headed by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >per</SPAN><SPAN STYLE= """" > 'for', and cannot be passivized.<BR>The verb also allows an intransitive variant, with an additional affected participant (which is neither an experiencer nor a stimulus) expressed as a prepositional phrase headed by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >per</SPAN><SPAN STYLE= """" > ('for').</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-like-1,,italian,like,piacere,piacere,,"<SPAN STYLE= """" >In this psych verb, the theme argument has subject coding properties, since it controls agreement of the finite verb, whilst the experiencer has behavioural subjects properties, since it controls the omitted argument in subordinate infinitives clauses, as respectively </SPAN><SPAN STYLE= ""font-style:italic;"" >i fiori </SPAN><SPAN STYLE= """" >and </SPAN><SPAN STYLE= ""font-style:italic;"" >Mario</SPAN><SPAN STYLE= """" > in (i):<BR>(i) </SPAN><SPAN STYLE= ""font-style:italic;"" >A Mario piacciono talmente i fiori da aver organizzato una serra in un angolo della casa </SPAN><SPAN STYLE= """" >(Bentley 2006: 115)<BR>'Mario likes flowers so much that he has organized a greenhouse in a corner of his house.'</SPAN>",3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4301873762
italian-meet-1,,italian,meet,incontrare,incontrare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-follow-1,,italian,follow,seguire,seguire,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-help-1,,italian,help,aiutare,aiutare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-eat-1,,italian,eat,mangiare,mangiare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-wash-1,,italian,wash,lavare,lavare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
italian-cough-1,,italian,cough,tossire,tossire,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4757710632
italian-climb-1,,italian,climb,scalare,scalare,,,3402403143;2874252477;2874266438;2943192186;2943267099;2943336795;2943664905;2944089261;2944272200;2950195926;2950282542;2951934982;3004225684;3053873461;3280685095;3280744892;3287231888;3289135506;3297008640;3297140895;3306177926;3314680274;3391211044;3399092372;3399101279;3399106750;3399116676;3399222209;3437822654;3437834721;3438166280;7909307404;7978984386;7980934773;7980947339;9688804720;9688819902;15652788726,,,,,,,Simplex,4298676080
